CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,6243011269.1,0.4147709661257143
160,170,6459701013.7,0.3744497400685715
180,250,7079892602.8,0.4450560821169231
180,130,7153032537.3,0.3711649206857143
540,210,7272743101.4,0.4385114496
540,110,7240037394.2,0.434445391163077
200,150,7243554884.2,0.44081801058461545
540,170,7172275507.8,0.44153453508923085
180,110,7121437267.3,0.43460349518769237
160,210,6467711339.4,0.4445794571815384
180,190,7085470186.4,0.43986230429538453
140,130,5188587093.4,0.4083559438628571
140,150,5166273293.1,0.4072348964571428
140,190,5196301103.2,0.40859132708571433
300,110,7304014748.8,0.43733361289846157
200,250,7247754834.0,0.4416152938338461
540,250,7171331815.9,0.4426588888615385
200,190,7026624102.1,0.43978137009230767
120,150,4300385646.5,0.38197149696000005
300,190,7045286298.1,0.4440804852184615
120,250,4526249721.1,0.38150023680000006
300,130,7188785738.3,0.43960741100307693
300,230,7197505023.0,0.44624940701538457
140,170,5207487205.6,0.39883878637714293
540,190,7217821546.8,0.4398636760615384
160,130,6561161183.1,0.3710158584685714
140,250,5455426135.7,0.4115134145828571
540,150,7137525197.8,0.4420902439384615
200,110,7274317211.4,0.4353027290584616
140,210,5450152188.2,0.40963437750857146
120,110,4575773847.3,0.3083844096
120,190,4507195033.1,0.34666323148799993
300,150,7085593676.5,0.4409392364307693
540,230,7211650370.1,0.4444756336246154
200,170,7175956709.8,0.4457684115692308
120,170,4545143772.6,0.348446886912
200,230,7134365480.1,0.44159675904
540,130,7193762284.8,0.44277312827076926
300,170,7061743265.8,0.4417357699938461
160,190,6211237166.5,0.4412656210707692
120,230,4550332530.3,0.351621775872
180,170,7134990489.8,0.4390190987815385
120,210,4515417181.8,0.348950840832
140,110,5238046455.3,0.33128049846857144
300,250,7167785715.6,0.44062944059076925
180,230,7027791303.0,0.44913845819076914
180,210,7133162728.0,0.44382131712000006
140,230,5217010229.4,0.37272272749714286
160,230,6117140519.9,0.41655627648
160,110,6212278561.2,0.4364772160984616
200,210,7153735650.4,0.4441509876184615
200,130,7214021944.4,0.4394468824615384
300,210,7168958213.0,0.44407807665230775
160,150,6247303714.6,0.40826577188571417
180,150,7011242446.2,0.44450838055384617
120,130,4550014763.3,0.345933656064
