CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,3829903827.4,0.0
160,170,3993444805.1666665,0.0
180,250,4299270973.681818,0.0
180,130,4268403792.2272725,0.0
540,210,4326605696.954545,0.0
540,110,4372398731.636364,0.0
200,150,3682871681.576923,0.0
540,170,4514858027.190476,0.0
180,110,4414800511.909091,0.0
160,210,3288245896.266667,0.0
180,190,4344835864.863636,0.0
140,130,3320112967.413793,0.0
140,150,3359127986.413793,0.0
140,190,3299700890.6551723,0.0
300,110,4529303195.952381,0.0
200,250,4293529987.590909,0.0
540,250,4395442903.818182,0.0
200,190,4335052558.636364,0.0
120,150,2702500408.9166665,0.0
300,190,4331693934.045455,0.0
120,250,2720315968.5,0.0
300,130,4505974550.809524,0.0
300,230,4506808478.857142,0.0
140,170,3360397567.0,0.0
540,190,4325214813.090909,0.0
160,130,3854852257.32,0.0
140,250,3312815165.551724,0.0
540,150,4332538410.454545,0.0
200,110,4320062699.772727,0.0
140,210,3303928225.1034484,0.0
120,110,2308655384.6363635,0.0
120,190,2690948612.7222223,0.0
300,150,4530177773.952381,0.0
540,230,4510296793.190476,0.0
200,170,4299416855.090909,0.0
120,170,2720311544.111111,0.0
200,230,4307523438.727273,0.0
540,130,4327718930.0,0.0
300,170,4333816353.863636,0.0
160,190,3989923486.6666665,0.0
120,230,2704326908.9166665,0.0
180,170,4269930179.3636365,0.0
120,210,2721832292.6944447,0.0
140,110,3309221936.3103447,0.0
300,250,4324327794.227273,0.0
180,230,4362504272.636364,0.0
180,210,3775896411.1538463,0.0
140,230,3358674663.62069,0.0
160,230,3860530636.28,0.0
160,110,3843826965.68,0.0
200,210,4307489037.0,0.0
200,130,4302523188.590909,0.0
300,210,4328616062.272727,0.0
160,150,3806054275.68,0.0
180,150,4341602373.454545,0.0
120,130,2779958574.7714286,0.0
