CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,5173899200.833333,9.2098944
160,170,5118789319.5348835,8.132140799999998
180,250,5668535614.897436,9.2098944
180,130,5877731501.2,7.2503424
540,210,5782765250.666667,8.3220166656
540,110,5900739101.357142,5.7806784
200,150,5837820766.871795,7.838207999999999
540,170,5856877192.666667,8.132140799999998
180,110,5945942464.023809,5.62879642752
160,210,5050048363.232558,8.622028799999999
180,190,5848615075.692307,6.845352892416
140,130,4224918439.372549,6.797658257279999
140,150,4172695914.4117646,7.838208
140,190,4215752089.18,8.426073600000002
300,110,5937619117.357142,5.7806784
200,250,5868138923.368421,9.2098944
540,250,5697597085.923077,9.144575999999999
200,190,5841418340.948718,8.4260736
120,150,3351877280.0819674,7.078895769599999
300,190,5690322870.461538,8.426073599999999
120,250,3356908167.9666667,8.12495178432
300,130,5784345772.725,6.832085875200001
300,230,5808762180.789474,8.9159616
140,170,4297602162.68,8.132140799999998
540,190,5773450015.0,7.610279878655999
160,130,5132717878.227273,6.6968824816246135
140,250,4214798297.4897957,9.2098944
540,150,5866967523.358974,7.838207999999999
200,110,5911322980.404762,5.399597553737144
140,210,4213224204.64,8.6220288
120,110,3500094294.5396824,5.7806784
120,190,3382523285.9,8.4260736
300,150,5872342704.666667,7.153028352
540,230,5698041984.974359,8.04709406592
200,170,5832424951.256411,8.132140799999998
120,170,3504954574.9322033,8.132140799999998
200,230,5776511286.307693,8.9159616
540,130,5954494472.3,6.653255604479999
300,170,5801044146.9,7.641327182661818
160,190,5138486231.813953,8.426073599999999
120,230,3425188919.0333333,8.9159616
180,170,5780341283.975,7.479795250734545
120,210,3342017754.196721,8.622028799999999
140,110,4260981823.4259257,5.570232431451429
300,250,5678806644.692307,9.188121599999999
180,230,5737797219.538462,8.9159616
180,210,5747095587.410256,8.6220288
140,230,4172900175.28,8.9159616
160,230,5167112320.190476,8.9159616
160,110,5319885859.913043,5.7806784
200,210,5800967980.0,8.06281039872
200,130,5750903894.195122,7.250342399999999
300,210,5917547512.526316,8.622028799999999
160,150,5098279987.568182,7.838207999999999
180,150,5876397875.1,7.263921608861538
120,130,3324144211.112903,7.250342399999999
