CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,110,0.5827930646577908,0.8467164180190618,0.6302739315028753
120,130,0.5600698519030568,0.9012397513132208,0.7737772251874866
120,150,0.5887603318621644,0.8707573883245605,0.8346997995271649
120,170,0.5973002772661986,0.822992585230427,0.8701185544882548
120,190,0.5430337246312852,0.8830534876954229,0.8917651436696321
120,210,0.5845890600547263,0.7880868841015533,0.9126464912454988
120,230,0.5865405758878365,0.8123232391976315,0.9364449863461757
120,250,0.5511042651936882,0.8933947456341936,0.9537939166727878
140,110,0.7228771143646663,0.8205810583226041,0.6363690317833918
140,130,0.7398818597540766,0.9433927278607142,0.7836155648778855
140,150,0.732548260940235,0.8474478668970722,0.8464933277830116
140,170,0.7015731403857339,0.8208915047884414,0.8752477343809129
140,190,0.7121670235645745,0.9780568386896885,0.9018684871817236
140,210,0.6938500418827902,0.9438613410990138,0.9263714739445252
140,230,0.7181700547909328,0.8565002619488739,0.9596832324883461
140,250,0.7073129912417393,0.8599747585056755,0.9651954493814636
160,110,0.8853200400037021,0.8188943110296222,0.6415879294123183
160,130,0.8494988929040015,0.8504015486878805,0.7896963110254234
160,150,0.8144905561430608,0.8191574669508378,0.855303646400216
160,170,0.8598881058408601,0.8726555551818211,0.8821312204160825
160,190,0.8327112610592907,0.9331880710730891,0.9173245564965479
160,210,0.8848353439324091,0.913595401256099,0.9354068077359401
160,230,0.8497305266629783,0.8651273645593682,0.9615326507147443
160,250,0.8472328634159294,0.7805070377372358,0.9764023954305259
180,110,0.9664398542301725,0.9418810253039774,0.6416154255704749
180,130,0.955232749863868,0.9163611235581508,0.8016085960534908
180,150,0.9231330217625492,0.8726675733639974,0.8631460374438896
180,170,0.9412657247342531,0.9501301499844297,0.8937131361893909
180,190,0.9609590965490056,0.9022533006545104,0.9202851016203671
180,210,0.9516310574209159,0.8341278602374831,0.9416348980445193
180,230,0.9537824718288344,0.8901592858403969,0.96671500271695
180,250,0.9825563224292584,0.8570064134867952,0.9813983951521211
200,110,0.9199352606652037,0.8948738470198095,0.6454417522048809
200,130,0.9743285445276765,0.7885786556535497,0.7943711478672888
200,150,0.9677685823836765,0.8141101790425462,0.8606697026718395
200,170,0.9413152458265743,0.9186220811194092,0.8864145406010082
200,190,0.9749129417361911,0.848690774835082,0.9187183198413849
200,210,0.9731914073762844,0.9659147751135133,0.9423433066959036
200,230,0.8958670493838237,0.8969358400455076,0.9745932010916115
200,250,1.0,0.8452260795459599,0.9819475295587221
300,110,0.9540386487728704,0.9105672235124483,0.6441691392326604
300,130,0.9433985208798527,0.8995103967755784,0.7990511174500613
300,150,0.9755404473108659,0.8615492297009752,0.8604020868879425
300,170,0.9410825840654791,1.0,0.8898214504609108
300,190,0.9286475381625467,0.8699950965555268,0.9189169366721822
300,210,0.9832965348284025,0.9091734597175481,0.9393493919485979
300,230,0.9544684408039729,0.9095392375368042,0.9761144649250425
300,250,0.9715813283357053,0.8330249588927404,0.9827493533705328
540,110,0.9931215783601742,0.9498413824367672,0.6428598550082434
540,130,0.9499806145691987,0.9373196719806685,0.79803228126381
540,150,0.9246603078415329,0.824089802123158,0.8600540801417043
540,170,0.9410198524910514,0.8974420111925007,0.8917600751834005
540,190,0.9362816123456538,0.8820279811779578,0.9209845524363796
540,210,0.9730461514728462,0.8531346545673114,0.9370746737713347
540,230,0.9325591705652663,0.8893529237720738,0.9714826025783379
540,250,0.976491383340146,0.9473469146025494,1.0
