CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,4747259612.914286,0.0
160,170,4794305039.142858,0.0
180,250,5039746864.363636,0.0
180,130,5126756228.636364,0.0
540,210,5249809574.96875,0.0
540,110,5181765278.606061,0.0
200,150,5269208380.25,0.0
540,170,5267802031.59375,0.0
180,110,5207544555.212121,0.0
160,210,4515482025.945946,0.0
180,190,5101079489.878788,0.0
140,130,3897083396.9069767,0.0
140,150,3943287601.547619,0.0
140,190,3884800982.860465,0.0
300,110,5204553264.909091,0.0
200,250,5223090104.125,0.0
540,250,5219562666.21875,0.0
200,190,5086635631.878788,0.0
120,150,3186929172.8846154,0.0
300,190,5087899206.757576,0.0
120,250,3214121959.5882354,0.0
300,130,5133875711.848485,0.0
300,230,5122028666.0,0.0
140,170,3879580231.1860466,0.0
540,190,5083311151.0,0.0
160,130,4687923579.861111,0.0
140,250,3849368699.581395,0.0
540,150,5107093759.181818,0.0
200,110,5188722859.484848,0.0
140,210,3878649810.6511626,0.0
120,110,3274325793.8431373,0.0
120,190,3280481645.8,0.0
300,150,5098944573.363636,0.0
540,230,5227793914.84375,0.0
200,170,5100648479.333333,0.0
120,170,3282774968.8,0.0
200,230,5221697230.46875,0.0
540,130,5288533044.25,0.0
300,170,5108308524.484848,0.0
160,190,4771457135.485714,0.0
120,230,3189332326.9038463,0.0
180,170,5126380516.727273,0.0
120,210,3185040829.826923,0.0
140,110,3938702253.7906976,0.0
300,250,5112446207.969697,0.0
180,230,5096853804.939394,0.0
180,210,5074746077.454545,0.0
140,230,3897728531.9534883,0.0
160,230,4777534151.028571,0.0
160,110,4618389952.594595,0.0
200,210,5091733311.515152,0.0
200,130,5099074861.787879,0.0
300,210,5072968651.818182,0.0
160,150,4535444380.837838,0.0
180,150,5092081853.757576,0.0
120,130,3289724184.96,0.0
