CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,6932172720.985714,3.276630144
160,170,7028967787.2,2.9658034285714288
180,250,7673682292.65625,2.9177773714285715
180,130,7695749921.2615385,2.52802944
540,210,7565899467.723077,3.05534592
540,110,7623074905.656716,1.824048441949091
200,150,7658207827.6,2.6376192
540,170,7606921427.107693,2.548559572992
180,110,7631111137.910448,1.8287538047999998
160,210,6974166145.557143,3.2272325485714286
180,190,7612534611.4,1.7774948009353848
140,130,5714077233.729412,2.143297466181818
140,150,5677382396.22353,2.8159487999999997
140,190,5975880162.825582,2.45155942656
300,110,7594550534.522388,1.9479045510981818
200,250,7574440855.338462,3.4099463314285714
540,250,7727461702.875,3.1668167314285713
200,190,7568458011.646153,2.82763872
120,150,4757148944.05,2.8180224
300,190,7598255493.723077,2.83544064
120,250,4753993376.747475,3.0307589485714286
300,130,7715779356.938461,2.2702555301236362
300,230,7686132425.453125,2.96962848
140,170,5681013179.623529,3.0076012800000003
540,190,7575733728.892307,2.9970518399999997
160,130,6994161376.295774,2.437215675578182
140,250,5687609738.726191,3.194617782857143
540,150,7628427674.8,2.5915392
200,110,7652297460.238806,1.9743004800000001
140,210,5734914197.107142,3.1920405942857144
120,110,4761609729.362745,1.9094825353846154
120,190,4772282178.676767,3.1108607999999998
300,150,7621460448.938461,2.8843776
540,230,7575012426.538462,3.10197888
200,170,7478470139.0,3.01943376
120,170,4740365293.6,2.5175692800000005
200,230,7675674247.53125,3.33051264
540,130,7737105693.153846,2.35369728
300,170,7655890066.123077,2.60652753792
160,190,6989432087.3,1.32950958336
120,230,4745125915.383839,2.8988432927999996
180,170,7623846486.138461,2.537839872
120,210,4769091488.888889,3.14164224
140,110,5721940944.0,1.8381945599999998
300,250,7645770238.640625,3.3873552
180,230,7537078299.461538,2.96491104
180,210,7561553066.230769,3.064306834285714
140,230,5733334875.869047,2.57785766784
160,230,6944016721.814285,3.23511552
160,110,7008395272.25,1.35479526912
200,210,7609075946.661538,2.6432163647999998
200,130,7670206263.0,2.258311332096
300,210,7569294407.615385,3.07815552
160,150,7028558368.742857,2.6567566429090905
180,150,7625481330.307693,2.7896832
120,130,4759888905.2,2.105685661090909
