CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,6690471235.896552,4.08398879232
160,170,6704270667.827586,0.13224840192
180,250,7378088973.076923,0.0
180,130,7395401570.692307,0.0
540,210,7399082419.807693,0.0
540,110,7451668101.576923,4.44646112256
200,150,7383673806.961538,0.0
540,170,7422510127.384615,0.0
180,110,7467022422.538462,3.346260387840001
160,210,6727298979.827586,0.0
180,190,7407496722.423077,3.41023260672
140,130,5633981643.617647,3.65202432
140,150,5611305999.8529415,0.0
140,190,5493517810.085714,0.0
300,110,7735908589.64,0.0
200,250,7381484087.192307,0.0
540,250,7665036144.28,0.0
200,190,7391868490.346154,3.28126464
120,150,4725748992.85,4.1306112
300,190,7399243463.423077,0.0
120,250,4722367352.1,0.0
300,130,7437178720.961538,3.32978688
300,230,7401455483.5,3.68760397824
140,170,5599803898.941176,0.0
540,190,7538032713.961538,0.0
160,130,6626327044.5172415,0.0
140,250,5622102076.764706,0.0
540,150,7433593660.307693,0.0
200,110,7433056015.269231,0.0
140,210,5604016945.882353,0.0
120,110,4649367521.439024,0.0
120,190,4743746259.7,4.61873664
300,150,7413543568.576923,0.0
540,230,7417498865.192307,0.0
200,170,7402746800.807693,0.0
120,170,4542432404.5,0.0
200,230,7405017762.038462,0.0
540,130,7695410931.48,0.0
300,170,7432452755.538462,0.0
160,190,6647210937.103448,0.0
120,230,4527365099.071428,3.98151936
180,170,7374341754.692307,4.46761744128
120,210,4716930118.475,0.0
140,110,5635954826.029411,3.3509583360000006
300,250,7671158940.24,6.10889859072
180,230,7394020112.0,0.0
180,210,7464378255.384615,4.56587974656
140,230,5647223408.794118,0.0
160,230,6555538813.137931,0.0
160,110,6673142547.965517,0.0
200,210,7391275840.769231,0.0
200,130,7416791010.807693,0.0
300,210,7672525614.2,0.0
160,150,6613286590.965517,0.0
180,150,7377090633.692307,0.0
120,130,4648776770.829268,0.0
