CPU Power Cap,GPU Power Cap,IPS,FLOPS
160,250,8439894443.78125,1.2337505280000003
160,170,8322969897.521127,1.1282688000000003
180,250,9495680513.96875,1.221594624
180,130,9120596885.911392,1.0131685695412842
540,210,9086671086.477612,1.1230088170212769
540,110,9330005719.27835,0.8231233745454545
200,150,7804363223.8918915,1.0723129165048544
540,170,9191592071.930555,1.1028870981818182
180,110,9026725381.804123,0.8244982138919084
160,210,8514483145.30303,1.1480508459574472
180,190,9241175168.173914,1.1318908507199998
140,130,6951332495.662337,1.0096491566972476
140,150,6897044339.055555,1.0735555764705882
140,190,6822180236.343284,1.1572848
300,110,9469398837.618557,0.8240502109090908
200,250,9305438171.28125,1.2508784640000001
540,250,9008067393.031746,1.2545609890909093
200,190,9212873490.68116,1.1429812799999999
120,150,5539475341.942857,1.0642853647058823
300,190,9026424025.652174,1.14316704
120,250,5621849285.213115,1.2038110058426965
300,130,9122075461.240507,1.0116200278899083
300,230,9069308505.430769,1.21139712
140,170,6844013553.73913,1.1290688522448982
540,190,9275814072.550724,1.12087584
160,130,8452775591.858974,1.0050739199999998
140,250,6555040423.634921,1.2452313600000002
540,150,8890031006.013514,1.0829426330097087
200,110,9413706677.628866,0.8248843636363636
140,210,6880890248.676923,1.1815863329032261
120,110,5711039876.532609,0.8243636372519083
120,190,5590752504.769231,1.13248681768421
300,150,9121584506.756756,1.0639379883495146
540,230,8932484030.569231,1.1975040000000001
200,170,9332615173.492958,1.12444416
120,170,5872782879.61194,1.1267857763265308
200,230,9056125169.307692,1.1954304000000002
540,130,9366805519.01266,1.0047949265454545
300,170,9016352045.183098,1.1267041745454547
160,190,8266463765.485294,1.156514384842105
120,230,5713914987.606558,1.1934074880000003
180,170,9271536106.436619,1.1287903418181822
120,210,5690986863.111111,1.1875645083251616
140,110,6773493459.468085,0.8298737148091604
300,250,8936596477.484375,1.229303808
180,230,8940727651.092308,1.20745728
180,210,9254116434.044777,1.1344621480851067
140,230,6953135707.857142,1.2110276505600002
160,230,8409527442.828125,1.2116044800000003
160,110,8296215588.010417,0.8240502109090908
200,210,8772354246.313433,1.1736752476595746
200,130,9474548973.075949,1.0137316755963302
300,210,8944734991.731344,1.1725105021276598
160,150,8375267615.589041,1.0721518601941749
180,150,8980735629.594595,1.0738808470588235
120,130,5668355001.973333,1.0137407999999999
