Time (s),Memory Throughput (MB/s)
1.001110553741455,2068.1143340000003
2.2471957206726074,1332.325748
3.248835325241089,1173.2876194
4.250641822814941,1472.2797206000002
5.252275705337524,3451.3171836
6.2537007331848145,42.855464600000005
7.255317687988281,69.88785700000001
8.256858348846436,56.0046578
9.258489608764648,56.4870046
10.260124206542969,52.061997000000005
11.261782884597778,51.6320792
12.263444900512695,55.417453000000016
13.264867544174194,39.7831252
14.26655912399292,28.7730352
15.268115520477295,51.56916440000001
16.269662141799927,54.31644400000001
17.271198511123657,53.739725
18.27273440361023,51.4118774
19.27428388595581,51.2860478
20.275817394256592,44.31299080000001
21.277348279953003,23.1002174
22.278868198394775,50.8246726
23.280393600463867,54.94559200000001
24.28195095062256,335.6190006
