Time (s),IPS,Memory Throughput (MB/s)
0.0,6588981755,112.9949808
1.1413183212280273,6504889231,114.8509674
2.274226665496826,6439516381,136.82920420000002
3.4125869274139404,6693763861,140.21611760000002
4.555958986282349,6626840133,452.8083014
5.69532585144043,6506518517,547.5579902000001
6.826721429824829,6462828306,311.98400740000005
7.966742277145386,6539890952,218.6394158
9.098782539367676,6592392641,201.18055880000003
10.251230478286715,6659451691,172.8793846
11.382331848144531,6576338668,156.5844514
12.52487826347351,6518807758,607.0963626
13.655677795410156,6638408703,522.1613826
14.821559190750122,6516599810,319.9846728
15.955551624298067,6638669144,395.0734866
17.087690114974976,6593970826,233.7913968
18.21983790397647,6566165401,124.01555660000002
19.352739095687866,6566722675,231.1804326
20.488539695739746,6621005532,423.836036
21.638408422470064,6557467872,437.1425162
22.77023696899417,6589043551,228.9784146
23.90496826171875,6437337881,120.3455266
25.041609287261963,6659881734,343.13731920000004
26.181320428848267,6587124906,283.95546399999995
27.32985210418701,6534428163,134.6167004
28.461096525192232,6633412066,114.0016176
29.61681342124939,6628858225,104.4805112
30.755335330963106,6606982354,112.9110944
31.895905256271362,6500885771,105.8856084
33.02739596366885,6621222345,95.7563256
34.16959285736087,6662877418,104.3441958
35.30091881752017,6638992365,115.5430302
36.45135450363159,6492471742,109.629039
37.59305024147031,6547760501,101.4815724
38.725024700164795,6769477656,100.0974468
39.85688924789429,6543117795,103.3061016
40.989798069000244,6659098049,107.2592482
42.12901163101196,6460190204,91.0796588
43.26744747161865,6508103197,92.170182
44.39917206764221,6586049877,106.3155262
45.549317836761475,6483541896,104.9314006
46.680959939956665,6550313631,106.7139866
47.81297802925113,6601773700,107.741595
48.94420075416568,6570035268,107.8359672
50.09625244140625,6561605843,112.6908926
51.23194980621338,6561502064,100.1813332
52.37687802314758,6520182900,81.32786480000001
53.514850854873686,6389917893,103.7884484
54.652594089508085,6607107284,114.76708100000002
55.78842592239377,6692338674,102.9915276
56.92937254905701,6693026201,100.2547338
58.09442186355591,6540206542,100.5378504
59.2302060127258,6633920370,119.9365804
60.369847297668485,6708698783,106.8398162
61.51561236381531,6735986258,85.67947180000002
62.652082681655884,6532475568,92.5581566
63.78361463546753,6561223772,111.4430824
64.9217069149017,6653648756,112.9635234
66.05409264564511,6718453083,110.0904142
67.2105803489685,6532437430,108.1400554
68.3420774936676,6596595545,106.3679552
69.47594976425171,6782120038,102.1526636
70.60813760757449,6637283637,83.44599640000001
71.76569485664368,6577387088,89.4333882
72.89704728126529,6748381077,110.6461616
74.0499677658081,6554512367,106.68252920000002
75.18259429931643,6521292624,110.1952722
76.36076068878177,6569925986,112.250489
77.49596905708313,6526908932,113.2571258
78.62769770622256,6633659086,109.16766380000004
79.76689982414248,6557871273,93.7849952
80.89893770217896,6550120627,88.43723720000001
82.03446769714355,6740631854,102.970556
83.16630554199219,6570908661,118.50002580000005
84.29764890670776,6615191854,124.6132472
85.43042492866516,6647560945,113.3410122
86.57177305221558,6565232679,100.2861912
87.70300602912897,6645841259,108.9789194
88.88307571411133,6467081360,111.3801676
90.01592707633972,6621901213,89.1502716
91.17049932479858,6694618475,82.81684840000001
92.3031849861145,6579819569,103.2536726
93.44486665725708,6561194393,102.655982
94.59261465072632,6596141625,102.0058624
95.7279794216156,6569840119,106.7035008
96.86730551719666,6537115015,105.6129776
97.99919772148132,6671399379,98.9754662
99.1378812789917,6621530484,101.63885940000002
100.26954102516174,6688452673,95.3998084
101.43407702445984,6542389523,100.65319420000002
102.58204102516174,6534853359,105.17257400000004
103.7169463634491,6717221114,110.32110180000002
104.8488655090332,6570312087,98.881094
105.98172688484192,6494120623,98.723807
107.11461329460144,6561065811,99.7933586
108.25585842132568,6674662830,95.59903860000004
109.39491105079651,6692060503,89.53824619999999
110.5716483592987,6508046744,104.0925366
111.70293402671814,6609460267,103.8303916
112.83443880081177,6637961236,114.085504
113.9727942943573,6620257944,125.567455
115.10733962059021,6621034791,106.850302
116.24232459068298,6604170146,108.02471160000002
117.39172005653381,6534523900,90.0520504
118.52242541313171,6479416623,82.0408992
119.65427446365356,6594643944,102.2994648
120.79215097427368,6542821974,95.6934108
121.92435121536255,6671443716,96.8468488
123.0845930576325,6577130596,96.99365
124.22916007041931,6519588028,97.3711388
125.35997533798218,6761394375,99.1537248
126.49488925933838,6601050650,92.4218412
127.62764263153076,6591777811,84.20097400000002
128.76676535606384,6745625567,100.9887398
129.90809392929077,6564400014,105.8856084
131.0405626296997,6573091545,109.5136952
132.17221593856812,6546137032,107.2592482
133.3160846233368,6690429635,108.3287998
134.48908734321594,6609495317,102.865698
135.63056445121765,6600272208,95.7248682
136.77662754058838,6627725702,81.98847020000001
137.9195637702942,6551303514,85.12372440000001
139.0740156173706,6526507222,115.6478882
140.20581245422363,6584611451,136.75580360000004
141.33804774284363,6630364085,113.5507282
142.47794890403748,6680951996,123.522724
143.60861921310425,6610546813,131.6072758
144.75163340568542,6618089045,107.269734
145.88320398330688,6598194956,84.0227154
147.01521754264832,6606452797,83.5298828
148.15507292747498,6645119217,110.0589568
149.29087948799133,6522569700,113.9911318
150.44014692306519,6784426683,98.0736874
151.58871173858643,6444270961,97.80105660000002
152.72057151794434,6421200956,104.8370284
153.85370874404907,6629482883,100.19181900000002
154.9904825687409,6474084247,87.0635974
156.12795162200928,6679408173,86.75950920000001
157.2889502048493,6656377008,104.386139
158.42250990867615,6640875911,99.5416994
159.55696439743042,6834084272,99.53121360000002
160.72850704193115,6653646874,103.10687140000002
161.86656045913696,6552004986,108.5909448
162.999427318573,6569821309,103.494846
164.1375834941864,6568980498,91.5305482
165.2757894992829,6741880896,86.7804808
166.4356005191803,6755300774,97.51794
167.56758522987366,6546072098,111.0865652
168.69884252548218,6667118863,105.2354888
169.83038759231567,6761336679,97.4235678
170.9615740776062,6574437563,100.16036160000002
172.0944209098816,6624783666,103.8723348
173.23290634155273,6557635568,110.21624380000002
174.36609768867493,6826726062,81.1391204
175.53574633598328,6605611243,87.8290608
176.6692795753479,6535203922,108.9579478
