Time (s),IPS
5.245208740234375e-05,7542600167
1.1765029430389404,7951866603
2.361480951309204,5757041851
3.488292932510376,7616342288
4.62052845954895,7527804733
5.742223024368286,7511321962
6.867671251296997,7591830013
8.00895643234253,7564107732
9.14014196395874,7544564082
10.281049728393555,7559382282
11.409499168395996,7500149802
12.5317702293396,7589583136
13.680987119674683,7552966185
14.80854058265686,7490365574
15.929205656051636,7660553141
17.059457302093506,7563501290
18.18976330757141,8658558462
19.33069157600403,9247491250
20.51690411567688,9078326546
21.672800064086914,9053734813
22.82888126373291,8722439448
24.018646001815796,678905647
