Elapsed Time (s),IPS
5.078315734863281e-05,8746843177
1.176828384399414,8496144251
2.3533754348754883,8712716426
3.5151100158691406,8714181836
4.688436508178711,8779830891
5.83906364440918,8702250879
6.999306917190552,8597875546
8.165429830551147,8449515276
9.311408519744873,8455129579
10.46325945854187,8799190063
11.647080421447754,8492194983
12.813520669937134,8577136123
13.986361980438232,8472396627
15.139140844345093,8540091993
16.291107416152954,8631226068
17.451197862625122,8185509228
18.61742067337036,8138697334
19.76907205581665,8252367743
20.94657611846924,8251826317
22.121428728103638,8223953050
23.304672956466675,8248368629
24.481396198272705,8134939088
25.63101100921631,8213051293
26.791922569274902,8166494220
27.939279556274414,8179947597
29.09117078781128,8300597463
30.25830912590027,8174071523
31.425355195999146,8198720764
32.591192960739136,1796185569
