Elapsed Time (s),IPS
5.125999450683594e-05,9160057425
1.153571605682373,9141640240
2.317399024963379,9070367520
3.4744205474853516,9212485243
4.62745213508606,9035387220
5.791462421417236,9019086902
6.978880405426025,8941379399
8.137941837310791,8955422350
9.285996437072754,9060011468
10.47039246559143,8971210472
11.63096284866333,9009108312
12.79621148109436,9079733640
13.972011089324951,8932945513
15.111898183822632,8797967604
16.264501094818115,8235725365
17.424031972885132,8260416260
18.586116790771484,8324096873
19.756148099899292,8219635235
20.90395188331604,8404748776
22.047892570495605,8189682327
23.197961568832397,8220303192
24.34008479118347,8346760926
25.4998939037323,8188034339
26.64409375190735,8375715252
27.828163146972656,8262241416
28.99192786216736,8215992281
30.136038780212402,2642257162
