Elapsed Time (s),IPS
0.00011491775512695312,5228511997
1.302396297454834,5464768627
2.6013729572296143,5361732264
3.8115482330322266,5387630419
5.038686990737915,5479630474
6.271654367446899,5085945559
7.496221303939819,5187591087
8.72081446647644,5216544054
9.94847846031189,5339671837
11.192845106124878,5168579476
12.404454946517944,5261057716
13.640398263931274,5208541120
14.85258412361145,5241097649
16.072587490081787,5086017688
17.29634189605713,5195051473
18.552592039108276,5086769313
19.766486883163452,5232947244
20.99894428253174,5078649432
22.202929258346558,5207062502
23.426634311676025,5035095131
24.650527715682983,5062068674
25.878790855407715,5066817489
27.12435030937195,5109609747
28.35265874862671,5116569463
29.57640504837036,5074432037
30.808393955230713,5146040674
32.02853465080261,5045979340
33.250956773757935,5113564830
34.496253490448,5015547845
35.732487201690674,5078713263
36.97234535217285,4808099688
38.18589472770691,355486666
