Elapsed Time (s),IPS
4.5299530029296875e-05,8910449951
1.1842339038848877,8554862149
2.345905065536499,8516158662
3.501943826675415,8793665721
4.669799089431763,8888109332
5.805935382843018,8713596662
6.97538423538208,8720846184
8.12390947341919,8665507853
9.291938543319702,8855799488
10.477012395858765,8676958457
11.637772798538208,8822734983
12.801534652709961,8796659622
13.968042850494385,8755735670
15.117739200592041,8606031451
16.309794425964355,8259989807
17.46972155570984,8258336271
18.648655652999878,8219262107
19.805691242218018,8184971486
20.957626581192017,8261189571
22.14396643638611,8163166895
23.29363226890564,8253213807
24.45170307159424,8248786517
25.611814260482788,8132253365
26.763709545135498,8304096786
27.93984818458557,8129596099
29.077480792999268,8153102190
30.24146008491516,496416991
