Elapsed Time (s),IPS
4.935264587402344e-05,8933270346
1.1399648189544678,8850865928
2.3495607376098633,8600572641
3.5123860836029053,8908546973
4.696432828903198,8914968822
5.848225831985474,8796591641
6.988391160964966,8972150183
8.176405429840088,8756875403
9.328213930130005,8904411374
10.47616457939148,8882629533
11.632395505905151,8785186673
12.79460334777832,8939092146
13.952260732650757,8846670681
15.112145185470581,8746207570
16.281311511993408,8237937713
17.42813229560852,8233893317
18.588364362716675,8312080004
19.724231958389282,8217903829
20.888187646865845,8272795830
22.062805652618408,8294632022
23.212321996688843,8231561326
24.372227907180786,8406801428
25.540225505828857,8162148499
26.684301137924194,8160758101
27.836872100830078,8391472801
29.010537147521973,8194980944
30.16243624687195,4812632785
