Elapsed Time (s),IPS
9.846687316894531e-05,6725401560
1.2637524604797363,6605189081
2.4620442390441895,6730771142
3.654151439666748,6572116202
4.833987712860107,6741989074
6.0301194190979,6436970585
7.230180978775024,6530604420
8.442761659622192,6514518044
9.629924774169922,6374322617
10.810199975967407,6492910910
12.047746896743774,6381186857
13.233803033828735,6561351224
14.44662094116211,6206997082
15.626013040542603,6221149820
16.824594020843506,6133029136
18.018216371536255,6067623067
19.198161840438843,6122711427
20.382080793380737,6109924335
21.56202220916748,6290516725
22.788008213043213,6094137632
23.96201801300049,6197474291
25.158072233200073,6134716587
26.34602689743042,6108481672
27.564206838607788,6151106661
28.749942779541016,6138702668
29.938034296035767,6202645198
31.153927326202393,6123342682
32.334006786346436,6178866702
33.533512353897095,2445890446
