Time (s),Memory Throughput (MB/s)
1.001089334487915,1625.2570568
2.2274017333984375,1599.9548214000004
3.2289676666259766,1509.116336
4.23048996925354,1612.8104122000002
5.232002019882202,1565.215366
6.233503580093384,1685.8335234
7.2373387813568115,2178.1942624000003
8.249345541000366,2169.3337614
9.25335168838501,2170.8017734
10.26133680343628,2163.0737388000002
11.265367984771729,2132.8956064
12.27737021446228,2175.1743520000005
13.278913021087646,2122.5566076000005
14.285345315933228,1751.0971426
15.297370195388794,302.8089324
16.30540370941162,333.44844
17.309358835220337,300.8166304
18.31736731529236,314.4376846
19.325358629226685,297.2095152
20.32935070991516,294.5566078
21.333382606506348,286.24136840000006
22.337360620498657,296.49648080000003
23.34535551071167,304.6544332
24.34936237335205,300.3762268
25.353309631347656,304.92706400000003
26.361355543136597,302.48387260000004
27.369346618652344,301.0263464000001
28.373351335525513,281.9212188
29.37733745574951,298.04837920000006
30.385351419448853,304.7383196
31.397350072860718,408.579197
