Elapsed Time (s),IPS
7.748603820800781e-05,6429180464
1.2494831085205078,6374091419
2.437366008758545,6411291503
3.6442456245422363,6372769385
4.83203125,6397477809
6.016777753829956,6130671918
7.211099863052368,6205825401
8.438929319381714,6143693744
9.628206253051758,6207034027
10.824795246124268,6198925609
12.01671814918518,6211001272
13.208723068237305,6242812713
14.407864570617676,5902474940
15.588731288909912,6048756213
16.772482872009277,5976798994
17.96681237220764,5914795632
19.130053997039795,5955734835
20.324739694595337,5934844848
21.5047128200531,5937476269
22.71200919151306,5885101283
23.888665914535522,6044630600
25.084514617919922,5906701640
26.264638900756836,6038773327
27.447001457214355,5967807566
28.654797315597534,5871552646
29.84414267539978,5975841603
31.044373273849487,5914389566
32.22027373313904,6012971506
33.44300889968872,684389253
