Elapsed Time (s),IPS
6.842613220214844e-05,7854809086
1.2594852447509766,7682420975
2.4304416179656982,8015116643
3.623772382736206,7816114236
4.811927080154419,7690599485
5.985769510269165,7714680917
7.16986870765686,7705430833
8.349679946899414,7776407233
9.549598455429077,7693556347
10.721719980239868,7729678339
11.923218011856079,7769370542
13.082329273223877,7292012678
14.283287525177002,7277072420
15.455937623977661,7170410821
16.627488613128662,7294805246
17.79641342163086,7239069237
18.97343921661377,7289485235
20.16153645515442,7222102833
21.329474210739136,7155745267
22.50163769721985,7349818478
23.703646898269653,7236174064
24.871651887893677,7322299546
26.045372009277344,7164488891
27.213528394699097,7235995213
28.415026664733887,7273056182
29.585374116897583,730745984
