Elapsed Time (s),IPS
5.9604644775390625e-05,8844208907
1.1678707599639893,9308696969
2.3214447498321533,9173918756
3.473465919494629,9307866016
4.6437437534332275,9135314767
5.786459922790527,9005996273
6.943551063537598,9237314888
8.110463380813599,9059633150
9.280442714691162,9001684775
10.442102193832397,9136353591
11.62221360206604,9103658021
12.788535118103027,9166188452
13.976385116577148,9067406047
15.138324737548828,9046618050
16.286113262176514,8856808791
17.462162017822266,8207511720
18.620092391967773,8219514654
19.78067398071289,8410354672
20.942390203475952,8291798995
22.090304374694824,8332233734
23.276437282562256,8342947009
24.44438672065735,8269754756
25.592270374298096,8328578219
26.744037866592407,8284913005
27.900156497955322,8328966369
29.086095809936523,8292338704
30.238120555877686,8271318544
31.3901150226593,5571189411
