Elapsed Time (s),IPS
6.67572021484375e-05,8614755946
1.1749298572540283,8581375811
2.3480639457702637,8868164324
3.557041883468628,8968987826
4.740841865539551,8835577249
5.9010701179504395,8778056992
7.061119079589844,8728533091
8.213050365447998,8677746640
9.379880666732788,8778566217
10.529029607772827,8744097771
11.684924364089966,8910129874
12.853034973144531,8503702944
14.012778520584106,8239983606
15.184782028198242,8203487026
16.35291028022766,8146366520
17.5127112865448,8407917535
18.70696210861206,8157553864
19.854756593704224,8247702137
21.026835680007935,8242782443
22.198894739151,8133193002
23.346842765808105,8298149267
24.528944492340088,8199388818
25.681060552597046,8222499513
26.882844924926758,7347945525
