Elapsed Time (s),IPS
7.319450378417969e-05,6428030928
1.2082891464233398,6338641406
2.43371844291687,6387430284
3.6442768573760986,6364175624
4.840120792388916,6336004640
6.05944561958313,6106862130
7.280218839645386,6080394034
8.468194961547852,6130724032
9.671993970870972,6089991441
10.860252857208252,6183442347
12.072107553482056,6102963846
13.260009765625,6234138960
14.472253561019897,5944222995
15.65627145767212,6053101906
16.89171528816223,5971974774
18.079978227615356,6014584067
19.280070543289185,5895059299
20.483872413635254,5904291058
21.668174982070923,6072001789
22.861190795898438,5956988790
24.043989896774292,6055843691
25.24012851715088,6046062783
26.44406270980835,5922506676
27.649757862091064,6020035995
28.840125799179077,5904571867
30.027904272079468,6055635218
31.261587858200073,5936292608
32.44383239746094,6084012046
33.63605523109436,1559010653
