Elapsed Time (s),IPS
4.458427429199219e-05,9127340645
1.166384220123291,9097898137
2.325984239578247,8980001566
3.4859626293182373,9075971129
4.668284893035889,8956591163
5.824283599853516,8924610796
6.980189561843872,8814234262
8.148210048675537,8825448506
9.320314168930054,8840891282
10.472038269042969,8748788661
11.642037630081177,8855958787
12.792160987854004,8812130238
13.944115161895752,8667854250
15.104222536087036,8400766120
16.276738166809082,8180786217
17.429930210113525,8351180148
18.58183741569519,8210171774
19.747756004333496,8294480479
20.928675889968872,8225088917
22.077980995178223,8209574784
23.23296856880188,8318518626
24.41716480255127,8201552128
25.59220576286316,8238694608
26.750006198883057,8203811187
27.893850564956665,8179170232
29.060051202774048,3337640448
