Elapsed Time (s),IPS
5.650520324707031e-05,8790626887
1.1700611114501953,8385749785
2.3280699253082275,8828687506
3.496647596359253,8690965189
4.670104503631592,8677919316
5.820120334625244,8505244011
7.00502872467041,8584388790
8.144222736358643,8466018996
9.292165040969849,8638016824
10.448196172714233,8490524025
11.6051504611969,8541185986
12.7543306350708,8600005688
13.923155069351196,8363763605
15.068037271499634,8241639660
16.258270502090454,8207487657
17.40385937690735,8095004052
18.555968284606934,8358859259
19.719943284988403,8197255592
20.884095430374146,8160283486
22.04291009902954,8242676357
23.19606351852417,8107271451
24.34608006477356,8296325650
25.514041900634766,8201139258
26.67190718650818,8113463601
27.839083433151245,8199111333
28.995952606201172,3585476891
