Elapsed Time (s),IPS
4.792213439941406e-05,9095043447
1.1696796417236328,8942984501
2.3216395378112793,8954325649
3.4696273803710938,9019389889
4.657829523086548,8608178343
5.813897609710693,8650848480
6.980739593505859,8662733938
8.134151458740234,8707193145
9.325589895248413,8721344352
10.474193811416626,8665894532
11.626080751419067,8798513894
12.788335084915161,8735337821
13.942060232162476,8293655707
15.130043745040894,8197382390
16.29018807411194,8143506393
17.438125371932983,8225756291
18.60623526573181,8152410027
19.75826144218445,8279083035
20.93000841140747,8207971507
22.09024953842163,8212406061
23.24213194847107,8339046815
24.41420817375183,8131375876
25.57420325279236,8263688687
26.7181715965271,8233651526
27.86606740951538,2980886912
