Elapsed Time (s),IPS
8.702278137207031e-05,6482345576
1.2396798133850098,6453601078
2.4342236518859863,6601818850
3.6259117126464844,6554514326
4.84014368057251,6489825600
6.06218409538269,6315626115
7.25011944770813,6241919193
8.443449974060059,6327530607
9.676311731338501,6347680610
10.867916345596313,6407023175
12.092111587524414,6344806425
13.298198223114014,6436805849
14.506240844726562,6369826525
15.702098608016968,5990470874
16.903993129730225,5969777940
18.10183835029602,6041807373
19.281869888305664,6166614019
20.46937584877014,6012185491
21.673988342285156,6112216966
22.89180874824524,6001640397
24.095966577529907,5975200601
25.283833742141724,6082409340
26.481995344161987,5967364269
27.665958881378174,6109714524
28.880056142807007,6027712223
30.06589937210083,6181573901
31.254004955291748,6065300951
32.44599962234497,6061644868
33.65909934043884,6054469604
34.834108114242554,1981735577
