Elapsed Time (s),IPS
0.00011754035949707031,5110162874
1.2985191345214844,5253136147
2.6131718158721924,5185063669
3.8504953384399414,5166450272
5.09869647026062,5234382614
6.328932046890259,5110357805
7.55412745475769,5135164650
8.833601951599121,5101331593
10.07335638999939,5210508334
11.329811096191406,5052667612
12.555471420288086,5156860140
13.833419799804688,5173670119
15.07202410697937,5123563042
16.329059600830078,5042317085
17.54390239715576,4827657282
18.753870487213135,4867775987
20.004679203033447,4773592634
21.235792636871338,4981737306
22.4654483795166,4787672528
23.685303449630737,4845315042
24.90299153327942,4823302974
26.124094247817993,4798530568
27.336120128631592,4944538976
28.560214042663574,4790856488
29.787952184677124,4949447523
31.005730628967285,4843291583
32.2318332195282,4832076488
33.4699444770813,4845318544
34.69421863555908,4819884137
35.912060260772705,4855516288
37.144407987594604,4901187007
38.368470191955566,4936506304
39.584351778030396,4842223435
40.82151508331299,1166497304
