Elapsed Time (s),IPS
4.7206878662109375e-05,8863014670
1.14339280128479,8652349017
2.3091630935668945,8518140384
3.460979461669922,8959535818
4.632991790771484,8838085050
5.7930121421813965,8440047624
6.955089092254639,8346613172
8.125192165374756,8695073359
9.285062789916992,8797547890
10.443293571472168,8698359162
11.592900276184082,8704372302
12.745059967041016,8852642279
13.929030418395996,8651257678
15.081037759780884,8359517534
16.24290370941162,8239478757
17.41525959968567,8134790667
18.561105489730835,8244151116
19.730515003204346,8121530612
20.8744637966156,8245812825
22.04249668121338,8112737932
23.20664882659912,8134134416
24.370604276657104,8240207496
25.547168493270874,8142043635
26.700307846069336,8347806406
27.882667541503906,8141684042
29.04466414451599,5702072431
