Elapsed Time (s),IPS
5.3882598876953125e-05,9137413441
1.1868400573730469,9044583702
2.3372015953063965,8994366395
3.4994430541992188,9141721196
4.669213056564331,8976064812
5.841066122055054,8931056310
7.012330055236816,8970133489
8.178164720535278,8819939206
9.329284906387329,8896173686
10.493328332901001,8797124684
11.637124300003052,8953913691
12.789256811141968,8896348329
13.949112892150879,8709978319
15.101182699203491,8307296006
16.25676727294922,8242570091
17.413153409957886,8418021614
18.575690984725952,8282517462
19.7371928691864,8219886495
20.899266958236694,8281362854
22.09519362449646,8292440088
23.245219707489014,8413638554
24.413136959075928,8235297252
25.56124234199524,8271112883
26.737051010131836,8275007576
27.88521122932434,8351976568
29.03730010986328,3036136158
