Elapsed Time (s),IPS
7.605552673339844e-05,6469261405
1.2837929725646973,6380295078
2.475933074951172,6399045122
3.6952619552612305,6353110296
4.891067743301392,6449323153
6.101002931594849,6217136358
7.302968740463257,6348564175
8.507337808609009,6161671071
9.716511249542236,6202005151
10.907009840011597,6216176468
12.107146739959717,6198627206
13.29502558708191,6314016826
14.51101803779602,5936483002
15.698895454406738,6002242151
16.88411855697632,6041777067
18.086889028549194,6069064262
19.290889501571655,5985940712
20.490936756134033,6001677371
21.69993543624878,6045512015
22.893025159835815,5915481940
24.088666200637817,6025864065
25.298863649368286,5959710932
26.490926027297974,6111767681
27.685558319091797,6029594166
28.87892484664917,6043338531
30.092126846313477,5964287974
31.278850317001343,6034880113
32.48578977584839,5666571728
33.69576597213745,380533624
