Elapsed Time (s),IPS
6.4849853515625e-05,8877994064
1.1736979484558105,8398053465
2.378471851348877,8531859694
3.585700273513794,8832464247
4.750823020935059,8613515696
5.910709381103516,8619623710
7.098846673965454,8562986676
8.252623319625854,8680087945
9.436639547348022,8646384224
10.600600481033325,8596753006
11.752641916275024,8711123471
12.923693656921387,8217490859
14.082311153411865,8263874339
15.243696451187134,8097115409
16.41250443458557,8142568590
17.588698863983154,8239502503
18.762757301330566,8078928517
19.924401998519897,8357910263
21.08080792427063,8117940335
22.258634090423584,8155740135
23.414498805999756,8157672826
24.58249306678772,8139463422
25.73432230949402,8182998476
26.894355535507202,5818979940
