Elapsed Time (s),IPS
5.030632019042969e-05,8903588420
1.1602661609649658,9051687312
2.350062370300293,8833264005
3.493955135345459,9083429711
4.653030633926392,8803728707
5.797882318496704,8785113655
6.972365856170654,8713842293
8.128217458724976,8838747951
9.280129432678223,8856850586
10.449992418289185,8708025060
11.59812593460083,8887929747
12.76209545135498,8818311193
13.90595531463623,8568768255
15.054085969924927,8241070552
16.217936038970947,8106930212
17.3660306930542,8250561673
18.532386779785156,8292285228
19.69790554046631,8067942797
20.837848901748657,8276551856
22.005979537963867,8133645054
23.17615294456482,8272754724
24.34795880317688,8149301005
25.49219250679016,8076476731
26.660245656967163,8223431393
27.824198722839355,8078188850
28.980583906173706,3250563053
