Time (s),IPS
4.9591064453125e-05,7667163753
1.1766741275787354,7634422043
2.356609344482422,7650725280
3.5363736152648926,7645677719
4.711521625518799,7648443738
5.877278089523315,7647847251
7.056336879730225,7656777821
8.232433319091797,7652202599
9.412337064743042,7699762731
10.592418909072876,7648979289
11.776390790939331,7652308474
12.95546293258667,7658650858
14.131464958190918,7652118474
15.3083655834198,7659003941
16.488328456878662,7651341711
17.66839289665222,7654446905
18.848344326019287,7739580911
20.040411472320557,7679472790
21.214195013046265,7652001701
22.40032982826233,7652837925
23.580410480499268,7663290359
24.76040244102478,7658492646
25.939496278762817,7651522114
27.098309755325317,2958484510
28.27245783805847,2809723577
