Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.5005779266357422,1035.0,0.0,0.0,0.0,0.0,48.71
1.0786466598510742,810.0,0.0,0.0,0.0,0.0,36.492
1.6721954345703125,765.0,0.0,0.0,0.0,0.0,35.615
2.262911558151245,765.0,0.0,0.0,0.0,0.0,35.615
2.8505678176879883,765.0,0.0,0.0,0.0,0.0,35.625
3.4415462017059326,765.0,0.0,0.0,0.0,0.0,35.506
4.031152009963989,765.0,0.0,0.0,0.0,0.0,35.615
4.624608039855957,765.0,0.0,0.0,0.0,0.0,35.516
5.211265325546265,765.0,0.0,0.0,0.0,0.0,35.615
5.801872730255127,765.0,0.0,0.0,0.0,0.0,35.615
6.392528295516968,765.0,0.0,0.0,0.0,0.0,35.615
6.985355377197266,765.0,0.0,0.0,0.0,0.0,35.615
7.576067209243774,765.0,0.0,0.0,0.0,0.0,35.811
8.166234731674194,765.0,0.0,0.0,0.0,0.0,35.615
8.752505540847778,765.0,0.0,0.0,0.0,0.0,35.518
9.342872381210327,765.0,0.0,0.0,0.0,0.0,35.615
9.931808710098267,765.0,0.0,0.0,0.0,0.0,35.615
10.524293422698975,765.0,0.0,0.0,0.0,0.0,35.615
11.113325357437134,765.0,0.0,0.0,0.0,0.0,35.506
11.704888343811035,765.0,0.0,0.0,0.0,0.0,35.506
12.2942795753479,765.0,0.0,0.0,0.0,0.0,35.506
12.885915994644165,765.0,0.0,0.0,0.0,0.0,35.506
13.476840257644653,765.0,0.0,0.0,0.0,0.0,35.506
14.0668625831604,765.0,0.0,0.0,0.0,0.0,35.604
14.656835794448853,765.0,0.0,0.0,0.0,0.0,35.604
15.246984958648682,765.0,0.0,0.0,0.0,0.0,35.604
15.838301181793213,765.0,0.0,0.0,0.0,0.0,35.713
16.43039584159851,765.0,0.0,0.0,0.0,0.0,35.615
17.018274068832397,765.0,0.0,0.0,0.0,0.0,35.516
17.608705759048462,765.0,0.0,0.0,0.0,0.0,35.604
18.200605392456055,765.0,0.0,0.0,0.0,0.0,35.506
18.794914722442627,765.0,0.0,0.0,0.0,0.0,35.506
19.38661241531372,765.0,0.0,0.0,0.0,0.0,35.506
19.978291988372803,765.0,0.0,0.0,0.0,0.0,35.615
20.564546585083008,765.0,0.0,0.0,0.0,0.0,35.615
21.155612230300903,765.0,0.0,0.0,0.0,0.0,35.409
21.746795415878296,765.0,0.0,0.0,0.0,0.0,35.615
22.337759733200073,765.0,0.0,0.0,0.0,0.0,35.506
22.92581820487976,765.0,0.0,0.0,0.0,0.0,35.615
23.51695680618286,765.0,0.0,0.0,0.0,0.0,35.811
24.108888864517212,765.0,0.0,0.0,0.0,0.0,35.506
24.70424747467041,765.0,0.0,0.0,0.0,0.0,35.615
25.300164937973022,765.0,0.0,0.0,0.0,0.0,35.506
25.898486852645874,765.0,0.0,0.0,0.0,0.0,35.506
26.486919164657593,765.0,0.0,0.0,0.0,0.0,35.506
27.076202869415283,765.0,0.0,0.0,0.0,0.0,35.506
27.66810369491577,765.0,0.0,0.0,0.0,0.0,35.518
28.257293224334717,765.0,0.0,0.0,0.0,0.0,35.516
28.84974503517151,765.0,0.0,0.0,0.0,0.0,35.506
29.438227891921997,765.0,0.0,0.0,0.0,0.0,35.506
30.026687145233154,765.0,0.0,0.0,0.0,0.0,35.615
30.61914896965027,765.0,0.0,0.0,0.0,0.0,35.506
31.211187601089478,765.0,0.0,0.0,0.0,0.0,35.625
31.805071115493774,765.0,0.0,0.0,0.0,0.0,35.722
32.39331412315369,765.0,0.0,0.0,0.0,0.0,35.506
32.981842279434204,765.0,0.0,0.0,0.0,0.0,35.615
33.56950855255127,765.0,0.0,0.0,0.0,0.0,35.409
34.159783363342285,765.0,0.0,0.0,0.0,0.0,35.506
34.75305247306824,765.0,0.0,0.0,0.0,0.0,35.506
35.342795848846436,765.0,0.0,0.0,0.0,0.0,35.625
35.932647943496704,765.0,0.0,0.0,0.0,0.0,35.506
36.524768590927124,765.0,0.0,0.0,0.0,0.0,35.615
37.116938829422,765.0,0.0,0.0,0.0,0.0,35.506
37.71153664588928,765.0,0.0,0.0,0.0,0.0,35.615
38.299152851104736,765.0,0.0,0.0,0.0,0.0,35.713
38.88825798034668,765.0,0.0,0.0,0.0,0.0,35.615
39.47926330566406,765.0,0.0,0.0,0.0,0.0,36.102
40.07414698600769,765.0,0.0,0.0,0.0,0.0,35.917
40.66691565513611,765.0,0.0,0.0,0.0,0.0,36.005
41.26225209236145,765.0,0.0,0.0,0.0,0.0,36.102
41.85557270050049,1095.0,0.0,0.0,0.0,0.0,36.297
42.43008089065552,1410.0,0.0,0.0,0.0,0.0,172.393
43.00046110153198,1410.0,0.0,0.0,0.0,0.0,66.575
