CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,SM Clock,DRAM Active,FP Active,Performance
120,150,0.6357978310283081,0.6131894368011029,0.9380263392632509,0.0,0.7372636721228271,0.6508309873828764
120,160,0.639852893195024,0.6262471653879575,0.8687885677167911,0.0,0.736936936936937,0.653585860805787
120,170,0.6408857720420411,0.6098627951387244,0.9039731514561005,0.07407407407407408,0.6183183183183184,0.6536091209797796
120,180,0.641695936619591,0.6420151428963676,0.8934719064631373,0.0,0.7430930930930932,0.6508316603858878
120,190,0.6434603203840544,0.6237658758483973,0.8980188372848328,0.0,0.5543543543543543,0.6536279894398764
120,200,0.6432074346370787,0.602463836737954,0.8778824293601819,0.0,0.7321321321321321,0.6535659848498996
120,210,0.6386670166553339,0.6034170561131063,0.8908736602793115,0.0,0.742942942942943,0.6536306332661598
120,220,0.6307643244587673,0.6098666243257252,0.9612458773426529,0.07355242566510173,0.6487025758152519,0.650895165282765
120,230,0.6383961561034425,0.6076116704659559,0.9277904081411713,0.0,0.6893393393393394,0.6564693765201179
120,240,0.6379748634106166,0.6115098773805955,0.9107935476886435,0.07407407407407408,0.43243243243243246,0.653644721463226
120,250,0.6366467154240221,0.6169428909923299,0.9178304644365053,0.0,0.46021021021021025,0.6536229779460498
130,150,0.7092461965780481,0.6377710228614493,0.9097997523546606,0.0,0.7009642454954955,0.7224384603093699
130,160,0.7007175015519168,0.6403585624015131,0.9218702375896269,0.0,0.6637976437976438,0.7122332878967345
130,170,0.6916579927030616,0.6632935020737307,0.927184646546787,0.0,0.7762224056117187,0.7088845645469102
130,180,0.6990110068579446,0.648237595545466,0.9242832793290886,0.0,0.6503980724910958,0.7156109228824309
130,190,0.7074386569440249,0.6436358012193285,0.9644187439103605,0.0,0.7760557432432433,0.7224472711240302
130,200,0.7080151225733791,0.6404733124500765,0.9107935476886435,0.0,0.7406627557790348,0.7190605837418039
130,210,0.6982379002090547,0.6394572349764237,0.9200233640742111,0.0,0.6594245408198898,0.7156370056200451
130,220,0.6959227042833217,0.6299053478362413,0.9280935368626178,0.0,0.7411538461538463,0.7122088150693756
130,230,0.6963486746699155,0.6383375509745962,0.9272415538116422,0.0,0.7014386479502758,0.7155316918418858
130,240,0.7027551530717397,0.6364161964736902,0.9283065326253616,0.0,0.6663174802709687,0.7155634554353958
130,250,0.7024319002488675,0.629291085959807,0.9241649483497864,0.0,0.6658251274530346,0.7189699148603884
140,150,0.7619366986672933,0.6671759400078169,0.9342250703464237,0.0,0.8456014838367781,0.7782977698007223
140,160,0.7722192235280246,0.6573299482371738,0.9358926422144045,0.0,0.7333409039291393,0.7824262705735531
140,170,0.7739531062034136,0.695285734697655,0.9246783844633686,0.0,0.8089899221255156,0.7823833267059069
140,180,0.7726306264802394,0.6730011722948727,0.9217030622973561,0.0,0.8014544205222172,0.7824289203451029
140,190,0.7731052092669687,0.658612247234066,0.9365796731274186,0.0,0.8206520079401437,0.7863774816986895
140,200,0.782029430838451,0.6564954051787572,0.9513689370785832,0.0,0.8140948640948641,0.790512302656701
140,210,0.7813648677844071,0.6697198441746799,0.9375393831386036,0.0,0.7686763686763689,0.7906155541377492
140,220,0.7683383787802961,0.6664537958323455,0.9420498306500255,0.0,0.7705238852297677,0.7823686940997321
140,230,0.7495854541526404,0.8532005408349643,0.9369020173677849,0.0,0.6327056564761484,0.7587696934597907
140,240,0.7799691390408647,0.656836069078541,0.9310160086386134,0.0,0.8191614691614693,0.7947805272280984
140,250,0.768161739298201,0.6612586379622203,0.9514562839574812,0.0,0.7901511681172698,0.7864891541538637
150,150,0.8210882977740693,0.6867729024356355,0.9303213574080739,0.0,0.8460839217595973,0.8342548278996548
150,160,0.8208654114832755,0.6970810088401526,0.9338968718637443,0.0,0.8199537375213051,0.8342380898082239
150,170,0.8359691030707868,0.6886223532710055,0.9308714365551001,0.0,0.8514243973703435,0.8342292570004388
150,180,0.8205403129031377,0.894114012384725,0.94695151569151,0.0,0.7344335485928407,0.8250962651037245
150,190,0.8279878298383038,0.6749473116778104,0.9502617264877739,0.0,0.7743689635581529,0.8388859653780703
150,200,0.8307238909490063,0.6928396921941181,0.9411854205618415,0.0,0.7879108838568298,0.8389009181969287
150,210,0.8306738953312456,0.6686149709524163,0.9446234152307552,0.0,0.8510429348267189,0.8388141349420338
150,220,0.8309006745010413,0.6711366497479512,0.949299087980478,0.0,0.8066025484944406,0.8389695282973214
150,230,0.8275072644238448,0.685578608162333,0.9535622013699311,0.0,0.759873386900414,0.8388459481340459
150,240,0.8313443799966856,0.6822773478641608,0.9330717531432049,0.09409409409409411,0.7949679409138869,0.8388265986292831
150,250,0.8302456058091597,0.683510043525371,0.9652513832442381,0.0,0.7844777209642074,0.8388595840486329
160,150,0.9017463952220478,0.7150825918154612,0.9542658220264428,0.0,0.914060176681536,0.9042069279197394
160,160,0.8991946680773775,0.7117731899363563,0.9730495640932566,0.0,0.9226064299593711,0.9095889121866689
160,170,0.913568971849113,0.7229101122469163,0.9495539040559388,0.0,0.9014352587882001,0.9150852993529611
160,180,0.9111616534008757,0.7018833760266286,0.9639206770723879,0.0,0.9199081434375552,0.9151937820210257
160,190,0.9145564542673864,0.7204551830526512,0.966165485356208,0.0,0.9504195371842431,0.9151051696372464
160,200,0.9119253427187559,0.7088045938484663,0.9708047558094365,0.0,0.8920950362126833,0.9150856662867529
160,210,0.906843076182117,0.7050281326767277,0.9743964490635487,0.0,0.8499602543720192,0.9151770340399075
160,220,0.9094766531936216,0.7050158962695289,0.9521543255332353,0.0,0.9036526625635537,0.9206834597015537
160,230,0.9035515349456734,0.7229422328158134,0.9826274127708895,0.0,0.8352234587528707,0.9150702606003067
160,240,0.9114740145535123,0.7227433911988321,0.9699883271860801,0.0,0.8814334136116316,0.9207131702687922
160,250,0.9035312797651535,0.6969995200033962,0.9755936801482529,0.0,0.8516207383854443,0.9152034249960879
170,150,0.9616801956432109,0.7357284440380987,0.9599448207511476,0.0,0.9326228290145816,0.9617323110274152
170,160,0.9588354757231977,0.7172191400238473,0.9756816210913304,0.0,0.9705999814247238,0.9617599711182699
170,170,0.9603027185263676,0.722740749247278,0.9840221252716272,0.0,0.975838209343364,0.961771985062552
170,180,0.963765615955046,0.7384164906945095,0.9635642848293896,0.0,0.9551035571654128,0.9616893048748832
170,190,0.9594559624271338,0.7428027560000033,0.9874842213464674,0.0,0.9350236834772916,0.967937477529798
170,200,0.9578233385116753,0.7197360855545973,0.982448445237609,0.0,0.8732562459366583,0.9679480543045388
170,210,0.9614760809190651,0.7392528074115249,0.9522337885844581,0.0,0.8555772267112474,0.9617746532486764
170,220,0.9544096652194161,0.7287660673920467,0.9692295329518554,0.0,0.8909352651620693,0.9617578628769656
170,230,0.9543880558239433,0.7407527406439541,0.979773189179778,0.0,0.90774124640104,0.9679325214998585
170,240,0.9558358301891643,0.7245748893513252,0.9855958053056454,0.10767468499427263,0.8915900436518992,0.9680132774411476
