CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,SM Clock,DRAM Active,FP16 Active,FP32 Active,FP64 Active,Performance
120,150,0.6335697451647586,0.7012499275024162,0.9403509204648108,0.3074107900897887,0,0.6274575486847603,0.0,0.6387159104703184
120,160,0.6303305080848002,0.6863171012663177,0.9507156772770452,0.3034618657351426,0,0.624137667474788,0.0,0.6366860239572081
120,170,0.6376457560081474,0.6924845824263643,0.9498228188273109,0.31844370154349527,0,0.6309205655377497,0.0,0.6428861720523334
120,180,0.6391506358041597,0.6999695839325621,0.9561649940089717,0.33529826682789193,0,0.6331223286263054,0.0,0.644969381439827
120,190,0.6344438323682856,0.7046900460655874,0.9528383762365747,0.38426557969601216,0,0.6280365741492183,0.0,0.6429022717858369
120,200,0.6330644355918258,0.6909859463030107,0.9608222588903276,0.37423613007242135,0,0.5653844072931883,0.0,0.6450129816362329
120,210,0.6224784223638808,0.6837501515231543,0.9494996891026452,0.35455493496605944,0,0.5111518177578882,0.0,0.6326028105158347
120,220,0.6309697114068046,0.6935173810248949,0.9605371202241222,0.44916201843689446,0,0.4927771465671158,0.0,0.6470208886508186
120,230,0.6315590907320021,0.6924589297613901,0.9611073975565331,0.40688100531783483,0,0.44678894118920087,0.0,0.644976026851135
120,240,0.6361425434902304,0.6961465348308347,0.959422253727427,0.4753161868034902,0,0.4655228837017508,0.0,0.6491850987991096
120,250,0.631441685475525,0.6892365460850892,0.9582560108944785,0.48888650518131344,0,0.4635611102093816,0.0,0.6449588930692782
130,150,0.6837122269144933,0.7278311039441487,0.9434946845648194,0.3343976723095526,0,0.7200978294550767,0.6931818181818182,0.6828133514616254
130,160,0.6820800171911433,0.7393528948506974,0.9509064938828742,0.30056659181205736,0,0.6739536717137756,0.0,0.6851804368562
130,170,0.6846092605668397,0.7255567766390568,0.951697821571753,0.38575067061390705,0,0.6781739790711689,0.0,0.6875659061410814
130,180,0.6824831709000684,0.7290756688268702,0.9560666703309699,0.32688953286355615,0,0.658741397033994,0.0,0.6923043157521436
130,190,0.6853792098566163,0.7338394365110081,0.9623659406349572,0.4053009770809879,0,0.5076762057211939,0.0,0.6899343670732896
130,200,0.6771579953412884,0.7274964010402857,0.9667667211791253,0.4309932630851614,0,0.6739536717137756,0.0,0.6874839997405318
130,210,0.6899616306478223,0.7398425364399861,0.9632779880233064,0.49720550603188884,0,0.5959580708356768,0.0,0.6996856420804687
130,220,0.6824482235610192,0.7472524311152018,0.9625585102260206,0.4638174545147774,0,0.6798579209808133,0.0,0.6972015063402048
130,230,0.682470027051625,0.7293375892296576,0.9601624293371239,0.5831335490770316,0,0.626018784954398,0.7052023121387283,0.694783110291376
130,240,0.684660251763517,0.7377386669667141,0.9625585102260206,0.6160839824526868,0,0.5720869837650941,0.0,0.6996891081525083
130,250,0.6605486799066621,0.7316971516125722,0.9686273257703585,0.4153772057467259,0,0.5538795613376287,0.0,0.6780495633178948
140,150,0.7611087145063767,0.7865171545337339,0.948898710331836,0.37332413845223694,0,0.737514202239896,0.0,0.7528598745862676
140,160,0.7612972560209241,0.7897636014398438,0.9573296110084945,0.44727013913336283,0,0.7473593593017738,0.0,0.7615882180964819
140,170,0.7666188186809618,0.7964078835962739,0.9578173360233933,0.4893478901187485,0,0.7571989229187737,0.0,0.7704272538626502
140,180,0.7660266595097759,0.7978244176409319,0.9665801226998395,0.36275117645699667,0,0.7513504404632799,0.0,0.7673896109075091
140,190,0.7651572521432229,0.8006950728315032,0.962803607058063,0.34397381638917307,0,0.7566828561796912,0.0,0.7704141033543892
140,200,0.7608077388891635,0.7994172855265013,0.9672557378834601,0.5882766349093876,0,0.7514786353857272,0.0,0.7674822467025533
140,210,0.7594672021412139,0.7974941174290776,0.9669966077008536,0.6727068024679875,0,0.7415879040615284,0.0,0.7703785823885775
140,220,0.7646389365816595,0.8057837808291229,0.9663166616506713,0.700140297026633,0,0.6308915885283358,0.0,0.7734672625854561
140,230,0.753100879339515,0.7953623491485483,0.970633813801563,0.6267184744183181,0,0.6268731707670089,0.0,0.7674006975371366
140,240,0.7545616581419908,0.7945320563576173,0.9735614795972521,0.48716294795862564,0,0.6345648661138433,0.0,0.7644166717825143
140,250,0.7467048340609141,0.802339206198558,0.9740011996060011,0.6544682625931765,0,0.6226508519289364,0.0,0.7615331826630517
150,150,0.7754510182710271,0.7957691962153296,0.9561080873537207,0.4023579201934703,0,0.7514786353857272,0.0,0.7674175439945286
150,160,0.8219053762317506,0.8392362842926834,0.9572900309232517,0.3515966241393776,0,0.8023257996592567,0.8299319727891156,0.8215696597881221
150,170,0.817235728603175,0.845305510102404,0.9691960250264431,0.38568631805805753,0,0.7424936538484896,0.8299319727891156,0.8215645986790739
150,180,0.8238915373241199,0.8463420637482665,0.9800723738668012,0.5145972403968793,0,0.6251653685467358,0.0,0.8284732874274578
150,190,0.8232009300581951,0.8487316652572862,0.9731763012856708,0.4144664971021139,0,0.6330857619396761,0.0,0.8283892944003656
150,200,0.8266888729240999,0.8544973678693341,0.9665925478066648,0.4772797398157027,0,0.6769478756807282,0.0,0.8285172491597628
150,210,0.8296435450656106,0.8565207870680555,0.9732982226463931,0.5062898719926613,0,0.6766702673659113,0.0,0.8319466463935744
150,220,0.8158199392045234,0.8456575279600936,0.9786193384718912,0.642870749200775,0,0.6728626601712496,0.0,0.8284965721586186
150,230,0.8172768284075661,0.8522063930836059,0.9781349933402544,0.512091898428053,0,0.6727248067272481,0.0,0.8250034358115911
150,240,0.8217929142713937,0.858601005645746,0.9805483102287913,0.8329113764611042,0,0.682068206820682,0.0,0.8353865005737254
150,250,0.8195423214449579,0.8558133766208977,0.9753920526815759,0.5263166733843879,0,0.5462136377572184,0.8472222222222222,0.8355313111080911
160,150,0.9011969126333722,0.9025720695924307,0.9564641100607755,0.5188157941532113,0,0.8682557262476488,0.0,0.8839235353306645
160,160,0.883469396731585,0.8916521961464835,0.9647646108839509,0.5004293500166482,0,0.8550889301332129,0.0,0.8761070377142325
160,170,0.9008611385075885,0.9093531435623132,0.969684255147967,0.41191187352235187,0,0.6533635991443528,0.9104477611940298,0.9000393424760222
160,180,0.8952709592922882,0.9086000937314679,0.9723228517606144,0.4687402033230328,0,0.6458403217370918,0.9037037037037037,0.8959530618206947
160,190,0.8949837130851201,0.9093641369905008,0.9707514208890821,0.4608827085852478,0,0.6453930638965536,0.0,0.8960292765307704
160,200,0.8596433792753524,0.8703240548393746,0.9765857759333882,0.5951057826717092,0,0.8366100649130138,0.0,0.8535529153957856
160,210,0.9005727196987181,0.9147700222290911,0.9811621504129837,0.7378381670847696,0,0.7337198119126814,0.0,0.9000361272410314
160,220,0.8901742700428625,0.9089156550905778,0.9745490454952852,0.6462112051592098,0,0.7272412487150356,0.9037037037037037,0.8959035494722218
160,230,0.8975017867087478,0.9148662500307136,0.9872100915961837,0.7112081897609804,0,0.73863119086468,0.0,0.9042027415875455
160,240,0.8963606819671563,0.9143330823424582,0.9889380747913837,0.8789719158840267,0,0.7380258795015456,0.0,0.9041414355075102
160,250,0.8951790332818756,0.9167764097778848,0.9841528905585222,0.6892063896136956,0,0.7381772073423293,0.0,0.9082889912969901
170,150,0.9565107407926302,0.9466652122030714,0.9579589914505144,0.5149495541112453,0,0.921735513715306,0.0,0.9383715324882372
170,160,0.9530912707164416,0.9473414090997847,0.9716376348108184,0.48146846264165793,0,0.9138101762902178,0.0,0.9340123876017641
170,170,0.9594505172760815,0.9558493171488298,0.9702348284569051,0.4602490740652581,0,0.9293102280410048,0.9606299212598425,0.9473620612871296
170,180,0.9536782974077499,0.9571898822434706,0.9745326764237068,0.6275411880290205,0,0.921735513715306,0.0,0.9473057505931031
170,190,0.9589440288056559,0.9646150393315509,0.9854077977971925,0.5898561349722456,0,0.7637015670070942,0.0,0.956567822929362
