Timestamp,SM Clock (MHz),FP32 Active,FP64 Active,FP16 Active,SM Active,FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),FP16 FLOPS (TFLOPS)
2025-02-10 02:30:59,210.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:30:59,735.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:00,795.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:00,900.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:01,975.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:02,975.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:02,975.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:03,960.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:03,960.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:04,960.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:05,960.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:05,900.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:06,960.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:06,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:07,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:08,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:08,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:09,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:09,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:10,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:10,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:11,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:12,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:12,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:13,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:13,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:14,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:14,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:15,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:16,1410.0,0.0,0.055,0.0,0.635,0.0,0.340376256,0.0
2025-02-10 02:31:16,1410.0,0.0,0.004,0.0,0.039,0.0,0.00152036352,0.0
2025-02-10 02:31:17,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:17,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:18,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:18,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:19,1410.0,0.0,0.031,0.0,0.996,0.0,0.30091502592,0.0
2025-02-10 02:31:20,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:20,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:21,1410.0,0.0,0.04,0.0,0.788,0.0,0.3071913984,0.0
2025-02-10 02:31:21,1410.0,0.0,0.031,0.0,0.322,0.0,0.09728377344,0.0
2025-02-10 02:31:22,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:23,1410.0,0.0,0.026,0.0,0.273,0.0,0.06917654016,0.0
2025-02-10 02:31:23,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:24,1410.0,0.0,0.037,0.0,0.603,0.0,0.21744122112,0.0
2025-02-10 02:31:24,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:25,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:25,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:26,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:27,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:27,1410.0,0,0,0,0,0.0,0.0,0.0
2025-02-10 02:31:28,1410.0,0,0,0,0,0.0,0.0,0.0
