CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,110,0.587807128014299,0.8542471042471043,0.562978976522115
120,130,0.5582580060451227,0.7857142857142856,0.5794753684555881
120,150,0.5629155078864758,0.836874262017119,0.5858614141700106
120,170,0.5886233652977714,0.8011583011583011,0.60344984566449
120,190,0.568062209417663,0.8301158301158301,0.5876908525846655
120,210,0.5612596954692988,0.8494208494208494,0.5878111222312986
120,230,0.5752274915976721,0.8783783783783784,0.5903805279915314
120,250,0.5637603970551706,0.6403600457600458,0.5904449118348613
140,110,0.7155908605252372,0.7682716379644952,0.6816761814060424
140,130,0.7095343624931807,0.8036260770975056,0.7145138749329022
140,150,0.7007640923713894,0.8494208494208494,0.7215600498318521
140,170,0.7217408938193197,0.8011583011583011,0.7392458897322353
140,190,0.7079949622577467,0.7471042471042472,0.7410886171415193
140,210,0.707570428394837,0.7644787644787645,0.7318051699618874
140,230,0.7007983960170113,0.8783783783783784,0.7386686754151546
140,250,0.7078347821291663,0.7258687258687259,0.7509754938613887
160,110,0.893423595346486,0.7403474903474904,0.8032739814790332
160,130,0.8619905354021925,0.8576882842025697,0.8407582634006767
160,150,0.8562070233308833,0.7722007722007721,0.8524062345589131
160,170,0.8596513681131499,0.8011583011583011,0.8588308590408161
160,190,0.8629592748331407,0.83011583011583,0.8764409437609785
160,210,0.84810698653347,0.8494208494208494,0.8649196089011338
160,230,0.8677667506834736,0.8783783783783784,0.8930523583543793
160,250,0.8689065419242631,0.8166023166023165,0.9013793360666527
180,110,0.9985637725728063,0.8318025525525526,0.9007240623976116
180,130,0.9871083982935751,1.0,0.9427001440890685
180,150,0.9868844286339837,0.9303105554534126,0.9438074164464478
180,170,0.9707526492576067,0.8105799227799227,0.9598406898679759
180,190,0.9822185750444076,0.6743871545014402,0.966280039523373
180,210,0.9651693547026448,0.6795366795366796,0.9663095596422577
180,230,0.963607783369419,0.6148648648648648,0.9634878396680551
180,250,0.9519759639155213,0.9073359073359072,0.9772262781228056
200,110,0.9927497637127602,0.7447369042511901,0.9114769528793132
200,130,0.9658089231500724,0.7142857142857142,0.9315879560274313
200,150,0.9804057748359721,0.7722007722007721,0.9699627020761288
200,170,0.9794995995694595,0.8011583011583011,0.9665036121204991
200,190,0.9810099527546282,0.6640926640926641,0.9584843123863941
200,210,0.9742167042031532,0.7943280423280423,0.9702581135501551
200,230,0.9701094380353738,0.7905405405405405,0.9830197983149467
200,250,0.9854974172310846,0.9073359073359072,0.987742837935545
300,110,0.9971659466607349,0.6833976833976835,0.9148532679696133
300,130,0.9714251645766869,0.8076961451247167,0.9567499114966189
300,150,0.9862034018142936,0.7046985761271476,0.9681271077993693
300,170,0.9742294957004589,0.828085019713591,0.958893641903482
300,190,0.9556349236585281,0.83011583011583,0.9887401452986309
300,210,0.9937951139352703,0.8494208494208494,0.9913941166284332
300,230,0.9755256651612549,0.7905405405405405,1.0
300,250,0.9537008844512027,0.8146718146718146,0.9897350918155142
540,110,0.9909723031580725,0.7972972972972974,0.9119629264813385
540,130,1.0,0.786554648526077,0.948341682401493
540,150,0.9853006918810326,0.7722007722007721,0.9703274774552614
540,170,0.9836061180193476,0.8011583011583011,0.982047989320356
540,190,0.9695953270017783,0.74974586014586,0.9812587461522565
540,210,0.9711597311187022,0.7378779595922452,0.9685209540756624
540,230,0.9569312745996078,0.7135017374517373,0.9702940865999904
540,250,0.9568565580886846,0.8108108108108107,0.9760947104333899
