CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.6191368696094608,0.0
120,130,0.6220485260155042,0.0
120,150,0.6026111865462634,0.0
120,170,0.620734510181273,0.0
120,190,0.6203008695136604,0.0
120,210,0.6022541228687006,0.0
120,230,0.603065594980346,0.0
120,250,0.6077530257814717,0.0
140,110,0.7447627198005472,0.0
140,130,0.7368930787232411,0.0
140,150,0.7456297556531276,0.0
140,170,0.7335834339551214,0.0
140,190,0.7345706172875758,0.0
140,210,0.7334075022691322,0.0
140,230,0.7370150662462674,0.0
140,250,0.7278707852202327,0.0
160,110,0.8732837469203254,0.0
160,130,0.8864317459372014,0.0
160,150,0.857599705417183,0.0
160,170,0.9065472407996966,0.0
160,190,0.9022269683411582,0.0
160,210,0.853825056620463,0.0
160,230,0.9033760611977235,0.0
160,250,0.8976514986657371,0.0
180,110,0.9846860200436992,0.0
180,130,0.9694098884775753,0.0
180,150,0.9628533680609187,0.0
180,170,0.9693388457317046,0.0
180,190,0.9645547162506581,0.0
180,210,0.9595753746820403,0.0
180,230,0.9637556884476668,0.0
180,250,0.9529574311430542,0.0
200,110,0.9811270566090777,0.0
200,130,0.9641756644277545,0.0
200,150,0.9963459311233744,0.0
200,170,0.9644732171767469,0.0
200,190,0.9618235509390025,0.0
200,210,0.9627874627825537,0.0
200,230,0.9873621260901607,0.0
200,250,0.9876255022749355,0.0
300,110,0.984120401888721,0.0
300,130,0.9707560998281617,0.0
300,150,0.9641510284042764,0.0
300,170,0.9659216424938287,0.0
300,190,0.9620624782309785,0.0
300,210,0.9592392841969302,0.0
300,230,0.9685159614477529,0.0
300,250,0.9667040302467704,0.0
540,110,0.9798114591039526,0.0
540,130,1.0,0.0
540,150,0.9656919445241147,0.0
540,170,0.9960800069730509,0.0
540,190,0.9611949303270159,0.0
540,210,0.9926778429940317,0.0
540,230,0.9885149380937898,0.0
540,250,0.9869585048530162,0.0
