CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,5055629878,0.0
120,130,5059277649,0.0
120,150,5054219622,4.1306112
120,170,4904738282,0.0
120,190,5079210475,4.61873664
120,210,5053106395,0.0
120,230,4970539035,3.98151936
120,250,5072226835,0.0
140,110,6115427228,3.3509583360000006
140,130,6061770037,3.65202432
140,150,6062026724,0.0
140,170,6020952782,0.0
140,190,6013129090,0.0
140,210,6087245507,0.0
140,230,5941194726,0.0
140,250,6099632187,0.0
160,110,7123255868,0.0
160,130,7172977731,0.0
160,150,7163630047,0.0
160,170,7375962084,0.13224840192
160,190,7648880874,0.0
160,210,9009215250,0.0
160,230,7419336843,0.0
160,250,7422472286,4.08398879232
180,110,8084133184,3.346260387840001
180,130,8022736465,0.0
180,150,8168136395,0.0
180,170,8084492735,4.46761744128
180,190,8130845750,3.41023260672
180,210,8047678755,4.56587974656
180,230,8024328309,0.0
180,250,8050295000,0.0
200,110,8101829538,0.0
200,130,8049880432,0.0
200,150,8040334333,0.0
200,170,8073733290,0.0
200,190,8068860022,3.28126464
200,210,8063832711,0.0
200,230,8062382192,0.0
200,250,8104287858,0.0
300,110,8150826405,0.0
300,130,8110861058,3.32978688
300,150,8074987610,0.0
300,170,8126241817,0.0
300,190,8175565939,0.0
300,210,8031317178,0.0
300,230,8076425988,3.68760397824
300,250,8033632293,6.10889859072
540,110,8072689832,4.44646112256
540,130,8022078311,0.0
540,150,8168484568,0.0
540,170,8091346376,0.0
540,190,8050483353,0.0
540,210,8116872968,0.0
540,230,8088180710,0.0
540,250,8095406937,0.0
