CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.5897536329717986,0.0,0.9759216761171012
120,170,0.5792951126174769,0.0,0.9941925404965051
120,190,0.6084924354887308,0.0,0.9922500357887452
120,210,0.6037380483937183,0.0,1.0
120,230,0.5999323465845848,0.0,0.9959590867289828
120,250,0.5823339523173149,0.0,0.9932661069671147
140,150,0.7089437333665384,0.0,0.9738102929244773
140,170,0.7077669207973185,0.0,0.9887283453740972
140,190,0.7160188638726961,0.0,0.9938325098735937
140,210,0.7352528575274602,0.0,0.9968362792036177
140,230,0.7373939215221064,0.0,0.9903765176017715
140,250,0.7174557390320667,0.0,0.9956874073897113
160,150,0.8536180269604672,0.0,0.9690471888593296
160,170,0.8379856439485476,0.0,0.9865759338069247
160,190,0.8697590889866763,0.0,0.9894919547452584
160,210,0.8531517857128337,0.0,0.989543913650776
160,230,0.8381446957194777,0.0,0.9904109813529399
160,250,0.8599002868982958,0.0,0.9958351577925298
180,150,0.9398549904167004,0.0,0.9702307611644312
180,170,0.9268347994673096,0.0,0.9874620768188033
180,190,0.9670098314291912,0.0,0.9925667239797716
180,210,0.9727674418166545,0.0,0.994536537452456
180,230,0.9878975536896796,0.0,0.9933611453017632
180,250,0.9792855509890013,0.0,0.9922816484356366
220,150,0.9542035412456862,0.0,0.9713714822890192
220,170,0.9849524716131365,0.0,0.9868503319014621
220,190,1.0,0.0,0.9913719286747964
220,210,0.9839651451348669,0.0,0.9909615183659599
220,230,0.9906722612199825,0.0,0.9870751891264208
220,250,0.9705121101089393,0.0,0.9920809437628973
