CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,3141537133,0.0
120,130,3817548848,0.0
120,150,3658087732,0.0
120,170,3703171146,0.0
120,190,3676380187,0.0
120,210,3710889292,0.0
120,230,3509246024,0.0
120,250,3879398225,0.0
140,110,3751227620,0.0
140,130,3677022681,0.0
140,150,3827204216,0.0
140,170,3724838806,0.0
140,190,3682796940,0.0
140,210,3724399151,0.0
140,230,3710029628,0.0
140,250,3690145601,0.0
160,110,4372114395,0.0
160,130,4343969561,0.0
160,150,4378705997,0.0
160,170,4365575178,0.0
160,190,4365207536,0.0
160,210,4369619166,0.0
160,230,4419995535,0.0
160,250,4328681943,0.0
180,110,4867355695,0.0
180,130,4960737376,0.0
180,150,4859067756,0.0
180,170,4839746969,0.0
180,190,4839950878,0.0
180,210,4475928747,0.0
180,230,4904447435,0.0
180,250,4825458316,0.0
200,110,4850348464,0.0
200,130,4866196676,0.0
200,150,4051578390,0.0
200,170,4880382526,0.0
200,190,4824701845,0.0
200,210,4828061338,0.0
200,230,4887572104,0.0
200,250,4892326660,0.0
300,110,4854496149,0.0
300,130,4886794078,0.0
300,150,4829783053,0.0
300,170,4878362933,0.0
300,190,4922499037,0.0
300,210,4858592996,0.0
300,230,4875129204,0.0
300,250,4840544192,0.0
540,110,4852002283,0.0
540,130,4881704303,0.0
540,150,4906336863,0.0
540,170,4878718522,0.0
540,190,4870204541,0.0
540,210,4851236888,0.0
540,230,4837062922,0.0
540,250,4942705792,0.0
