CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.5639343570978538,0.9654014206089078,0.852397255084799
120,170,0.5489533480141956,0.8801841620965897,0.8857057684402299
120,190,0.5817049845901521,0.9110884400175568,0.9110226702006243
120,210,0.5630098077711855,0.9182350816962679,0.9407166743893024
120,230,0.5528637708553195,0.912635881000115,0.9518904532217523
120,250,0.5752396050060616,0.9253867685887813,0.9659813063060135
140,150,0.7196451518744754,0.9857772422163127,0.8634843913858969
140,170,0.6685954914444767,0.9780322540600134,0.8997105752644233
140,190,0.7030487472952982,0.952929901955885,0.9236355461488495
140,210,0.6638299536098572,0.8887159630798235,0.9525791040717058
140,230,0.6839487225393915,0.947584558063557,0.9619624128893431
140,250,0.7097047818903088,0.9493384056199643,0.9819025122949634
160,150,0.8096704835078791,0.8534179753086465,0.8741912120046101
160,170,0.8536364049552353,0.9660527284039861,0.9100929312440045
160,190,0.8322518899539507,0.9840902703057655,0.9420160052536495
160,210,0.8594311548904244,0.9013511458531728,0.9620542306415057
160,230,0.8046170075205281,0.9661107069128,0.9822244813818671
160,250,0.8372558185386783,0.8701915959931967,0.9898260885266941
180,150,0.9801965871885902,0.9087987244354427,0.8792867102632789
180,170,0.9400895322747562,0.965847364499872,0.9114856779506232
180,190,0.9094519162589904,0.9642783578846055,0.9409770701028705
180,210,0.9092012378204797,0.992352242839813,0.968378233079496
180,230,0.9417331107049496,0.8695905033126774,0.9842711536409424
180,250,0.9799477863752901,1.0,1.0
220,150,1.0,0.9893831234247279,0.8766939560523979
220,170,0.9135916305241152,0.9737601244048607,0.9178433427491456
220,190,0.9595575221276459,0.9779444175999473,0.9474326753591481
220,210,0.9364020584334668,0.9526400117470232,0.9711477161212899
220,230,0.9339520354085828,0.9460441320415468,0.9838601925614097
220,250,0.9454726017495169,0.892487705837951,0.9949901203189085
