CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.5378375653032643,0.8634765242821459,0.8033481338124728
120,170,0.5477190871921113,0.8365397579953356,0.8392841566762023
120,190,0.5412294086225694,0.7659749521202746,0.8642121110042298
120,210,0.5077315397463301,0.8278891816584618,0.8818889250541326
120,230,0.5256914213056902,0.8574504861620046,0.8868168932273279
120,250,0.5492874924357848,0.8448486275676879,0.9009264267380794
140,150,0.6558887228604422,0.7970744972227901,0.8484095789009024
140,170,0.6785976449581009,0.9536865616271881,0.8715553196572463
140,190,0.6861682990553448,0.7962210121995679,0.9003416712740462
140,210,0.6748127330480899,0.973914339729391,0.9239833986332924
140,230,0.6612319420901221,0.9067413426800868,0.9005907657603446
140,250,0.700296181120259,0.86779993691947,0.9346065096755747
160,150,0.9312300326950914,0.8066445672752276,0.875435559162134
160,170,0.8103845168796907,0.9061147735815827,0.893319088473415
160,190,0.786708246661889,0.8866399537020891,0.9200199745062752
160,210,0.8210309098966587,0.7823668373076553,0.9406233164667891
160,230,0.8418912054213648,0.6646301216245082,0.952002599742342
160,250,0.8003675363986427,0.8233064755944252,0.9590985192429776
180,150,1.0,0.9080220586865787,0.8697761519936423
180,170,0.8938204772211151,0.8193010696769111,0.928574778738471
180,190,0.9201610876969302,0.8078193666215733,0.951432977213432
180,210,0.9572894364922934,0.8896660189565813,0.9735988718364111
180,230,0.9119982353761229,0.8989025612272882,0.9791736753065334
180,250,0.9243783092704434,0.8392145954558078,1.0
220,150,0.9853527158903659,0.8233939120213394,0.8899480204073725
220,170,0.8864943725274644,0.8027732843386588,0.9288068963469753
220,190,0.968194075905201,0.7798836807940605,0.9568152054745739
220,210,0.9242493015906232,0.977869779830919,0.9821363054067751
220,230,0.948175957495501,1.0,0.9913948573519452
220,250,0.9010721396233536,0.8365730524236519,0.9981375315317501
