CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.590465517460957,0.9260470984020185,0.5791285995349909
120,170,0.5895082205232623,0.948517661900757,0.5828745339213316
120,190,0.584237993428009,0.829123212783852,0.5809933785939064
120,210,0.5899990744518926,0.8872161480235493,0.58643370267444
120,230,0.5874212221208572,0.9157296047098402,0.5875531719343264
120,250,0.5873655699980556,0.7360386879730866,0.588601879890285
140,150,0.7230036319083089,0.8862657695542473,0.7077099158256965
140,170,0.7333876208831638,0.9400252312867956,0.7223795499776118
140,190,0.7336881854027106,0.8344533221194281,0.7289170794051153
140,210,0.7254753457346184,0.8608010933557612,0.7229098461705165
140,230,0.7192942452878265,0.8861585365853658,0.7167770264416161
140,250,0.7276495877540504,0.732664440706476,0.7281728930419332
160,150,0.878678636015829,0.9273714150546678,0.8585333543652731
160,170,0.8762750660509548,1.0,0.8671069378805539
160,190,0.8699784684860157,0.6635534062237174,0.8696516272107895
160,210,0.875375880270334,0.8557299831791423,0.8719869926507156
160,230,0.8664748949932858,0.8834146341463415,0.8639969678095415
160,250,0.8743992543533101,0.7271150126156434,0.8786655787717236
180,150,0.9942495642097332,0.7435365853658535,0.9675816505337164
180,170,0.9995628428579048,0.94244322960471,0.9796680558426161
180,190,0.9898654449618468,0.8313246425567704,0.9878924615455082
180,210,0.9791133456493669,0.8620689655172414,0.9780293302204545
180,230,0.9832514836836472,0.896822960470984,0.9839516239005814
180,250,0.9898426283442973,0.9318019343986542,0.9981959124924981
220,150,0.9953085605504387,0.8924369217830109,0.9774037174970358
220,170,0.9882412362554215,0.933988645920942,0.9831462227226052
220,190,0.989093339833705,0.8166585702270815,0.9913799621058306
220,210,1.0,0.8627375946173256,0.9941096192968583
220,230,0.9973513654177028,0.8910744322960471,0.9995546216600983
220,250,0.9952179351173908,0.9263120269133726,1.0
