CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.6011752362988297,1.0,0.5756674127685956
120,170,0.611028795882655,0.09002993322588072,0.5793844292005192
120,190,0.594716802991411,0.19787013585079438,0.5731233772789033
120,210,0.6036796479176131,0.0,0.5738689842881962
120,230,0.596553416130679,0.0002532811420676951,0.5796545980513136
120,250,0.5972938504386993,0.40493898227031994,0.5724951079392253
140,150,0.7251423918395733,0.24674188349067463,0.718488072786579
140,170,0.7302776805593564,0.1361098319134239,0.7181505877358877
140,190,0.7330498033998638,0.5003741653235091,0.7156728542726308
140,210,0.7362617203451695,0.5353442320976284,0.7144944363492783
140,230,0.7423212298361355,0.9745912963389364,0.7421884281430174
140,250,0.7461192253915799,0.1858162560442091,0.7414886670609186
160,150,0.86815176972217,0.2329783559751324,0.8651050486348747
160,170,0.8554200645324268,0.3075178448077366,0.8572770535986155
160,190,0.8559854187342655,0.25869214828459586,0.8649912458815652
160,210,0.8474304263780117,0.398238544784711,0.8601517052672284
160,230,0.8709016672554005,0.38413539028321436,0.8641781200931465
160,250,0.8717634514884087,0.3522046972139074,0.8774134991904738
180,150,0.9805545736950222,0.2591469030623991,0.9489852771534429
180,170,0.9471369621737331,0.46632512088418143,0.9477357234024197
180,190,0.9327212563432077,0.3013354823854479,0.9505171621523197
180,210,0.9219431283564433,0.42046396500115124,0.9383516483430924
180,230,0.9763231102967945,0.4598549389822703,0.9466880408806388
180,250,0.956912274837897,0.9310154271241079,0.9754996752059361
220,150,0.9544766437634523,0.0,0.9564909085992955
220,170,0.9917604722718987,0.5068731291733825,0.9847517818027441
220,190,0.9749466436980743,0.7681096016578401,0.9712125428485195
220,210,0.9743684669936774,0.04085885332719318,0.9708627662018103
220,230,1.0,0.13520032235781718,1.0
220,250,0.975261068639742,0.7649435873819939,0.9795025533719988
