CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.5743191044379258,0.0
120,130,0.5879944605113168,0.0
120,150,0.5755896351082884,0.0
120,170,0.5861530077553927,0.0
120,190,0.5910153867320787,0.0
120,210,0.5851723305211121,0.0
120,230,0.5772482164913879,0.0
120,250,0.5740775438845129,0.0
140,110,0.7247343410341729,0.0
140,130,0.6936785964085354,0.0
140,150,0.6980619085829117,0.0
140,170,0.6950520470789537,0.0
140,190,0.7348679239094104,0.0
140,210,0.7233089950559541,0.0
140,230,0.7122820268067256,0.0
140,250,0.6926099555336043,0.0
160,110,0.8247169451988609,0.0
160,130,0.8351835305475236,0.0
160,150,0.8265215692301829,0.0
160,170,0.8550495871529048,0.0
160,190,0.8221465162172643,0.0
160,210,0.8259380234457362,0.0
160,230,0.8163995302311167,0.0
160,250,0.8607558108205549,0.0
180,110,0.8873400119507804,0.0
180,130,0.9316940617104358,0.0
180,150,0.8687968681017929,0.0
180,170,0.8829837182698822,0.0
180,190,0.9351028523107224,0.0
180,210,0.9630197950619032,0.0
180,230,0.9335499588367008,0.0
180,250,0.9044919937881193,0.0
200,110,0.9292217067013251,0.0
200,130,0.9920185762879027,0.0
200,150,0.9599271474057618,0.0
200,170,0.9139001710845297,0.0
200,190,0.9165404128831952,0.0
200,210,0.9466951804875776,0.0
200,230,0.9210319503845115,0.0
200,250,0.9298651533971646,0.0
300,110,0.9288031270759168,0.0
300,130,0.972545734920777,0.0
300,150,0.9743847739246517,0.0
300,170,0.992393560796458,0.0
300,190,0.9422257299199086,0.0
300,210,0.8958470514155661,0.0
300,230,0.9976103512923189,0.0
300,250,0.9170495356736722,0.0
540,110,0.920869524553145,0.0
540,130,1.0,0.0
540,150,0.9385395229006243,0.0
540,170,0.9722943951041284,0.0
540,190,0.9939984539988036,0.0
540,210,0.928302106082019,0.0
540,230,0.9656329453617186,0.0
540,250,0.9474466981722056,0.0
