CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,4665863141,0.0
120,130,3676807988,0.0
120,150,4994160761,0.0
120,170,4081561536,0.0
120,190,3887556589,0.0
120,210,4577168155,0.0
120,230,4772774538,0.0
120,250,4742064117,0.0
140,110,4986359088,0.0
140,130,6217853990,0.0
140,150,5934098506,0.0
140,170,4838377891,0.0
140,190,4703261974,0.0
140,210,5747374339,0.0
140,230,4613793285,0.0
140,250,6081361360,0.0
160,110,6610593383,0.0
160,130,6419910249,0.0
160,150,5395777143,0.0
160,170,7039174253,0.0
160,190,5536022488,0.0
160,210,5318332111,0.0
160,230,5855498383,0.0
160,250,6431881107,0.0
180,110,6008411427,0.0
180,130,6042526813,0.0
180,150,6014944328,0.0
180,170,5994455273,0.0
180,190,7956609421,0.0
180,210,6045952565,0.0
180,230,8141146799,0.0
180,250,5490815914,0.0
200,110,8123672710,0.0
200,130,7743571864,0.0
200,150,8111653828,0.0
200,170,8054629013,0.0
200,190,6728191040,0.0
200,210,7302900620,0.0
200,230,6061672588,0.0
200,250,7539059010,0.0
300,110,7127426513,0.0
300,130,7733366849,0.0
300,150,7599161658,0.0
300,170,6042145357,0.0
300,190,6015343989,0.0
300,210,5993945139,0.0
300,230,5679062857,0.0
300,250,6102960838,0.0
540,110,7206679651,0.0
540,130,6042857615,0.0
540,150,7114653332,0.0
540,170,6273214629,0.0
540,190,6015324803,0.0
540,210,6943502555,0.0
540,230,6017026409,0.0
540,250,7371384380,0.0
