CPU Power Cap,GPU Power Cap,IPS,FLOPS,Performance
120,150,0.5962308306565705,1.0,0.5829985844653813
120,170,0.5930840683288066,0.7925489462526502,0.5834086650270118
120,190,0.5927586984495007,0.8364789874049134,0.5844818099635262
120,210,0.5928624440522836,0.8421873051502682,0.5849173693697536
120,230,0.5918146734996957,0.6941919191919192,0.5841190700039984
120,250,0.5893683415109485,0.9335857089412645,0.5842293791290157
140,150,0.737003449710931,0.5934456727771543,0.7284884107877402
140,170,0.736913570010199,0.6163360144656441,0.7366190635936007
140,190,0.747279569504883,0.7502618780396558,0.7475005218358879
140,210,0.7354251781479992,0.695579249282953,0.7346437362316187
140,230,0.7344336885702676,0.6381811946626761,0.7362377401294152
140,250,0.7358970556447209,0.5220142910587355,0.7358865082162674
160,150,0.8736343304279615,0.7427391195909715,0.8680711608881362
160,170,0.9241680550301847,0.3875982042648709,0.9165486227775166
160,190,0.8684482637108037,0.7190195161491458,0.8690492917126065
160,210,0.8792074729639735,0.684118256640479,0.8720280711360004
160,230,0.8799149177606318,0.8040715799975059,0.8764583241250612
160,250,0.8778384042887898,0.6669191919191919,0.8756226272716879
180,150,0.9941941430559018,0.8043521636114229,0.9810597769071416
180,170,0.9848088267787937,0.736488340192044,0.9894697681525086
180,190,0.9829580934617232,0.6347362514029181,0.9880559855265855
180,210,0.9900554765765769,0.732745891008854,0.9900435484610597
180,230,0.9872228736902298,0.8320574572889388,0.993452963496133
180,250,0.9867480428410627,0.6534200024940766,0.9911046618081896
220,150,0.9975166403837472,0.6078438708068338,0.9878945452865456
220,170,0.9920617877146698,0.7733702456665421,0.9897206423863789
220,190,0.9874462675859204,0.8320332959221849,0.9917062187686256
220,210,0.9873058667808688,0.6932705574261131,0.9958674543211578
220,230,0.9862950163894283,0.7022914328469884,0.9897907647531402
220,250,1.0,0.7738597580745727,1.0
