CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance
120,250,0.5921092424709977,0.7520983886408767,0.7459685049787969
130,250,0.6443378393923739,0.7626598045197923,0.7600922063852158
140,250,0.7119686904449024,0.8273008713232322,0.8417650059016377
150,250,0.7946439624297851,0.904078328835818,0.9096454307312332
160,250,0.8648075067013092,0.9325016650312112,0.9558972713266423
170,250,0.9397716823055868,0.9621098687191236,0.9895018110190265
180,250,0.9732293649173378,0.9587810852454416,1.0
190,250,0.9939393802785085,0.9716866358504004,0.9929615554625625
200,250,1.0,1.0,0.9999598649372577
