CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance
120,250,0.591435117945757,0.6434319755508722,0.6114190486295032
130,250,0.6426945968575913,0.691099342893689,0.6659845130246002
140,250,0.7265879713092726,0.7610093752664442,0.7434390097736923
150,250,0.8073698354676706,0.8344541657492017,0.8209059703829527
160,250,0.8920559560674178,0.90022530116404,0.8946939610728334
170,250,0.9467103476487113,0.9600120453652851,0.951721433403579
180,250,0.9987526066780539,0.9939024138500494,0.9970474761438259
190,250,0.9898859067797626,0.99027871435649,0.9960812787067608
200,250,1.0,1.0,1.0
