Time (s),IPS
4.744529724121094e-05,8478449473
1.1515398025512695,9100665792
2.3072378635406494,9082749519
3.465510845184326,9321167813
4.643198490142822,9083667148
5.783352851867676,8431290497
6.958803415298462,9112301585
8.103214740753174,9099526096
9.251256465911865,9169971177
10.40033483505249,9115854418
11.539055824279785,9208238441
12.713866233825684,8069202675
13.855157613754272,9067113805
14.999136447906494,9207209440
16.14321255683899,9103343383
17.303212642669678,9207166925
18.471210718154907,9107341181
19.627169609069824,7968817331
20.77119016647339,9240711575
21.94279408454895,9094373386
23.09903359413147,9226139201
24.287355661392212,9047237347
25.45122766494751,9165178959
26.627191066741943,1698146210
