Time (s),GPU 0 Power (W)
0.1001729965209961,69.98
0.24654507637023926,81.32
0.40064382553100586,200.07
0.5321276187896729,148.35
0.6660020351409912,144.99
0.8084065914154053,102.72
0.951667308807373,146.7
1.102586030960083,152.87
1.2326817512512207,109.23
1.38051438331604,79.19
1.5243735313415527,146.89
1.652942419052124,149.23
1.7844359874725342,115.94
1.918717622756958,146.39
2.0784873962402344,147.08
2.233102798461914,149.43
2.3633034229278564,80.16
2.5088133811950684,154.13
2.6385490894317627,148.54
2.7704625129699707,126.82
2.9211461544036865,85.84
3.052008628845215,148.54
3.1832804679870605,149.72
3.3148720264434814,128.62
3.444254159927368,173.81
3.595911979675293,150.23
3.746157169342041,128.99
3.9056618213653564,102.23
4.037206172943115,200.85
4.1680262088775635,149.93
4.299662828445435,139.68
4.4479594230651855,224.68
4.597447872161865,143.37
4.733757972717285,148.84
4.8833019733428955,98.89
5.011688709259033,169.56
5.141425609588623,153.83
5.306895971298218,150.32
5.440590143203735,107.18
5.583669662475586,143.06
5.713804244995117,148.95
5.856496095657349,148.65
6.00464391708374,80.63
6.148308515548706,145.91
6.282731294631958,150.23
6.4124884605407715,120.39
6.550654888153076,80.53
6.6864659786224365,154.23
6.815499305725098,150.12
6.950726747512817,122.25
7.101848363876343,150.21
7.2648820877075195,145.94
7.395796775817871,125.64
7.526367425918579,70.44
7.6558685302734375,70.18
7.822069406509399,83.68
7.956818103790283,214.72
8.085328817367554,152.47
8.23529577255249,146.98
8.383969068527222,98.92
8.527894973754883,149.93
8.687277555465698,147.97
8.837512016296387,111.0
9.007875442504883,79.19
9.137306213378906,152.28
9.27096676826477,149.43
9.40070390701294,82.01
9.553356885910034,150.81
9.68421721458435,148.65
9.813369035720825,102.32
9.957370281219482,117.01
10.088037490844727,147.08
10.220901727676392,150.02
10.37318468093872,106.87
10.503999948501587,82.85
10.63320779800415,146.15
10.80247163772583,150.99
10.932241439819336,80.46
11.098360061645508,152.47
11.249524354934692,150.23
11.394270896911621,116.82
11.523750066757202,79.87
11.653143882751465,151.1
11.820947408676147,117.38
11.984166622161865,82.89
12.123461961746216,148.73
12.273062467575073,152.96
12.411742687225342,125.43
12.547450065612793,159.8
12.696738004684448,150.85
12.83537769317627,123.87
13.006945848464966,86.05
13.135844230651855,164.74
13.265279054641724,152.87
13.396410703659058,134.73
13.527307748794556,93.45
13.662386178970337,147.38
13.790400266647339,147.59
13.927138090133667,112.62
14.09474229812622,209.38
14.237740993499756,145.9
14.368532419204712,138.62
14.511849403381348,86.84
14.645503759384155,218.31
14.773582935333252,149.93
14.90486216545105,143.06
15.048941135406494,91.9
15.178002119064331,72.52
15.324244499206543,82.7
15.478874206542969,86.34
15.609103202819824,149.24
15.7472083568573,152.77
15.87749433517456,126.71
16.0076162815094,170.05
16.18390941619873,150.61
16.321174144744873,130.26
16.473117113113403,87.96
16.61615562438965,145.91
16.749974727630615,152.76
16.880555391311646,102.63
17.030324935913086,192.76
17.169386625289917,150.02
17.301013946533203,135.8
17.432711124420166,113.87
17.600728034973145,206.01
17.731192111968994,153.16
17.876840829849243,137.73
18.01396107673645,207.73
18.144303798675537,148.84
18.282922506332397,149.91
18.41338086128235,140.52
18.54396963119507,213.83
18.692183256149292,147.68
18.858826875686646,146.1
18.989163398742676,100.86
19.12345790863037,142.77
19.256948709487915,145.9
19.389975547790527,150.42
19.53920555114746,82.01
19.67397975921631,145.96
19.799808263778687,146.11
19.944666862487793,116.68
20.076443910598755,79.77
20.207265853881836,147.08
20.374186277389526,147.78
20.5099139213562,121.26
20.64275026321411,151.63
20.772907495498657,152.23
20.909138202667236,121.15
21.07402491569519,83.18
21.211613178253174,152.09
21.378751754760742,146.79
21.516340017318726,129.96
21.660659790039062,183.68
21.796338081359863,146.15
21.927933931350708,150.23
22.059635877609253,101.75
22.188944101333618,193.34
22.34158730506897,149.05
22.47203254699707,135.47
22.604090213775635,81.72
22.73474383354187,73.8
22.86369752883911,83.88
22.99403667449951,81.9
23.13522243499756,145.06
23.2678325176239,152.97
23.432734489440918,118.17
23.56145668029785,148.74
23.71502137184143,150.42
23.865822792053223,149.93
23.998241186141968,80.53
24.135719299316406,161.18
24.26772141456604,150.42
24.39818835258484,121.77
24.549309492111206,160.0
24.71784472465515,146.11
24.848288774490356,150.23
24.992467641830444,82.99
25.126415014266968,165.85
25.269118547439575,150.12
25.41565775871277,130.96
25.57443380355835,88.75
25.71860933303833,150.52
25.844498872756958,150.23
25.974336624145508,97.15
26.14325714111328,191.57
26.27936053276062,150.32
26.409027814865112,137.03
26.556881427764893,122.25
26.687888145446777,148.94
26.836569786071777,150.23
27.003199815750122,88.25
27.138056755065918,214.5
27.272141695022583,149.05
27.40503716468811,150.02
27.536201238632202,96.67
27.67587971687317,191.62
27.824993133544922,150.61
27.95536208152771,146.1
28.125958919525146,104.45
28.26134991645813,149.73
28.40680241584778,148.17
28.58747887611389,112.52
28.743860483169556,148.65
28.876083374023438,149.14
29.00487971305847,152.77
29.13169503211975,81.03
29.275875329971313,152.37
29.41008687019348,152.38
29.539701461791992,118.07
29.695654153823853,82.89
29.82526469230652,156.68
29.954615354537964,150.31
30.084850549697876,123.09
30.23251247406006,85.36
