CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9819178223522574,0.9623468904792605,0.8749799571543307,0.8709153997853166
190,160,0.9742374224314552,0.9106533012901593,0.8958124114816006,0.9005735408197437
190,170,0.9784944878570008,0.9187768783202632,0.9111059634096097,0.9081451013601092
190,180,0.9751643542263358,0.9138737929289849,0.9237246598144946,0.9246831511755456
190,190,0.98413582105201,0.9364221411935068,0.9401312490564093,0.9423140867220849
190,200,0.9800662036998552,0.8860935184850566,0.9503203803186745,0.943823859806785
190,210,0.9435035037049863,0.926837889848578,0.9607495216533529,0.9661667407920257
190,220,0.9519191846733963,0.926966634743956,0.9707768813592648,0.9745299153136879
190,230,1.0,0.8730745987576244,0.9816002850740587,0.97730847000674
190,240,0.976976222806619,0.9577887399162383,0.992534918068103,0.994158616041339
190,250,0.9684210207497318,1.0,1.0,1.0
