CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,1.0,0.9957012449288636,0.9926326422992777,0.9840222463119197
190,160,0.9622918113748319,0.9679642272212562,0.9582000221854481,0.9958060046189376
190,170,0.9474537869714472,0.7768014583790304,0.9226106177156577,0.9914549653579677
190,180,0.9796723138545087,0.9841331763551492,1.0,0.9782525019245575
190,190,0.9916747888136543,1.0,0.989253948232375,0.9891690625441865
190,200,0.9814132763295847,0.7536323608127982,0.9257847796877319,0.9755196304849886
190,210,0.9817708994662377,0.9911542565319175,0.9963023926789406,0.9852476787481738
190,220,0.9769384797638684,0.9721612995017446,0.9517410694615942,0.995353892134221
190,230,0.9701368359162532,0.9607589016928035,0.961522471818803,0.9905219399538108
190,240,0.9962206469563292,0.9767415152656069,0.9681824868485439,0.9965265588914551
190,250,0.943040983707852,0.7823546158933362,0.9225354378077367,1.0
