CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9752127627109068,0.8245201069773439,0.7881569233105072,0.4029222809710614
190,160,1.0,0.818552305162881,0.8502520575797707,0.5317385866166353
190,170,0.915180140901798,0.9016812098664838,0.9150894008546955,0.6153846153846153
190,180,0.9507540574079602,0.8844320168261853,0.9641617665592654,0.7004377736085052
190,190,0.9174500359268513,0.9776081781230878,0.9906788668959214,0.8040441942880967
190,200,0.9184948030190138,0.9211187343696778,0.9999152187307236,0.8568549788061983
190,210,0.9134973682808322,0.9250334110910312,0.9998870568391902,0.9090056285178235
190,220,0.9136627338507042,0.9349184419319497,1.0,0.9367312903898269
190,230,0.900236466425902,1.0,0.9906470116047112,0.9593495934959348
190,240,0.9030866831758059,0.9431146667722985,0.9907333819908339,0.9743589743589743
190,250,0.8998283784824297,0.993221515475962,0.9907998276748751,1.0
