CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9943638883810113,0.7776456671480696,0.9996762386416193,0.9790132547864507
190,160,0.9985834683987524,0.7847117610193148,0.9893382962030397,0.973858615611193
190,170,1.0,0.7836047193301893,0.9895331684151858,1.0
190,180,0.990040531739209,0.7773267375307648,0.9997402908943566,0.981958762886598
190,190,0.9968208028684564,0.7638162648103085,0.989668954294856,0.9731222385861561
190,200,0.9969772510867501,0.8041042170800138,0.9862501200466799,0.9771723122238587
190,210,0.9627514864987743,0.8984004225782536,0.9727851924801285,0.9800311877328252
190,220,0.9910931629793891,0.7761951305844639,0.9996227765733559,0.986377025036819
190,230,0.9929824629667192,0.7796632284689184,0.9963302515837519,0.9583946980854198
190,240,0.9898111829742128,0.8144331865830613,1.0,0.9889543446244478
190,250,0.9628418173671285,1.0,0.9665711324522115,0.9706459903549048
