Time (s),IPS,Memory Throughput (MB/s)
0.0003504753112792969,6814594541,1935.7730521999997
1.203007698059082,8193442541,1243.2908202
2.3909382820129395,5300436806,1664.4005482
3.531873941421509,7505536073,2087.6493794000003
4.659375429153442,7490195610,167.91960120000005
5.786447525024414,7537984309,47.804762200000006
6.923612833023071,7500182459,49.6817204
8.055939674377441,7544384288,33.1770712
9.183210611343384,7484098946,30.324933600000005
10.310503721237183,7506787242,38.2102552
11.436026573181152,7551091428,46.619866800000004
12.557295799255371,7471078907,42.2368024
13.685867547988892,7571525336,44.12424640000001
14.81226897239685,7508332393,39.4161222
15.93848180770874,7509082456,38.419971200000006
17.068222999572754,8656605259,40.2969294
18.24686360359192,9153409825,36.71078580000001
19.428730726242065,9169558925,25.2498064
20.618785619735718,9212929551,40.80024780000001
21.78874969482422,4482760275,39.940412200000004
