Time (s),Memory Throughput (MB/s)
1.0010759830474854,610.0428724
2.1728146076202393,537.3448209999999
3.1743478775024414,493.6819498
4.1758482456207275,486.07974480000007
5.177342176437378,465.726807
6.178513050079346,468.2853422
7.179999113082886,443.78002760000004
8.18117618560791,482.87109000000004
9.182664394378662,485.15699440000003
10.183867454528809,478.50899720000007
11.185379266738892,472.8256936
12.186890602111816,472.3538326
13.188398122787476,475.46811519999994
14.18990182876587,453.32210560000004
15.191409587860107,473.9791316
16.192918062210083,470.6236756
17.194435119628906,472.36431840000006
18.195952892303467,482.6718598000001
19.19713258743286,488.1978764000001
20.198641300201416,451.8960368
21.20014715194702,491.5009034
22.201653957366943,482.451658
23.203169345855713,478.938915
24.20468759536743,507.53369160000005
25.206205368041992,481.4450212000001
26.20771312713623,472.3223752
27.209212064743042,449.3479874
28.210715770721436,465.82117919999996
29.21223258972168,487.4953278
30.21375322341919,480.23915420000003
31.215261220932007,485.5344832
32.216766595840454,482.6823456
33.21828603744507,446.485364
34.21979022026062,7940.3405926
35.221301794052124,11100.425167000001
36.22283887863159,2064.4547898
37.22435474395752,388.2682024
38.225874185562134,355.72027920000005
