Time (s),Package Power (W),DRAM Power (W)
0.5005552768707275,116.453682,16.899093999999998
1.001699447631836,116.688054,16.788322
1.5026214122772217,116.644232,16.878594
2.00380802154541,116.61481599999999,16.999740000000003
2.5048017501831055,116.572698,16.774152
3.0057830810546875,116.648628,17.04108
3.506725311279297,116.742132,17.57462
4.007644891738892,116.516426,17.516939999999998
4.5086143016815186,116.488838,17.755344
5.009525775909424,116.765936,17.612656
5.510418176651001,116.45367999999999,17.603445999999998
6.0111916065216064,116.65229199999999,17.513818
6.512155771255493,116.69428,17.52719
7.013153314590454,116.631294,17.445121999999998
7.514150857925415,116.57477399999999,17.43187
8.015135765075684,116.743964,17.416266
8.516047954559326,116.526068,17.534474
9.017015218734741,116.649726,17.529944
9.517976999282837,116.609444,17.544756
10.01891303062439,116.64813799999999,17.54564
10.519840240478516,116.373236,16.84931
11.020762205123901,116.72419,16.863476
11.521663665771484,116.607366,16.851114
12.022631645202637,116.80378,16.85702
12.523535013198853,116.32978,16.804783999999998
13.024430990219116,116.775946,16.953319999999998
13.525353193283081,116.63764,16.834069999999997
14.026238441467285,116.615668,17.667276
14.527127981185913,116.526802,17.390194
15.028056621551514,116.659004,17.046252000000003
15.528986930847168,116.587836,17.4666
16.02987003326416,116.56098,17.417276
16.530741930007935,116.586738,16.945392
17.031646251678467,116.688668,17.28949
17.532522678375244,116.52862999999999,17.6159
18.033408880233765,116.61530400000001,17.223883999999998
18.534311294555664,116.62128200000001,16.646307999999998
19.035210609436035,116.667426,16.757936
19.536129474639893,116.438788,16.795302
20.03697896003723,116.78791000000001,16.889974000000002
20.53787350654602,116.43647,16.939304
21.038750171661377,116.50031200000001,16.876634000000003
21.539626598358154,116.832464,17.46596
22.040561199188232,116.480904,17.275474000000003
22.541492462158203,116.548528,16.91917
23.042527198791504,116.69440399999999,17.249402
23.543485641479492,116.717108,17.496438
24.044410467147827,116.455636,16.995178000000003
24.545305967330933,116.572576,16.75142
25.046196937561035,116.778512,16.731161999999998
25.547128677368164,116.619084,16.813628
26.048060178756714,116.461128,16.7438
26.548547983169556,116.594428,16.945792
27.049685955047607,116.600532,16.898604
27.550605058670044,116.607856,17.516664
28.051449060440063,116.640084,17.386218
28.55234408378601,116.670964,16.982509999999998
29.053306102752686,116.558784,17.359716
29.554189443588257,116.651558,17.47823
30.05506658554077,116.596014,17.05133
30.555974006652832,116.632148,17.2319
31.056857109069824,116.513616,17.71743
31.55777096748352,116.579048,17.342368
32.05866765975952,116.690008,16.82492
32.559555530548096,116.477608,16.849614
33.06047821044922,116.70478,16.82183
33.56138586997986,116.410346,16.8662
34.06226658821106,116.82135600000001,17.052094
34.563178062438965,116.523506,16.933642
35.064061641693115,116.559394,17.472908
35.56498718261719,116.55597599999999,17.435786
36.06586241722107,116.708076,17.096038
36.566728830337524,116.602972,16.835998
37.06763291358948,116.54413600000001,16.79282
37.56850862503052,116.485542,16.931131999999998
38.06940197944641,116.78326799999999,16.935478
38.57027506828308,116.597114,17.058706
39.07118058204651,116.628242,17.079236
39.57209038734436,116.588446,17.681538
40.072973012924194,116.569648,17.489674
40.57384467124939,116.54133,16.873359999999998
41.074718713760376,116.507634,16.789057999999997
41.57560467720032,116.880438,16.868128
42.07644557952881,116.50007,16.883732000000002
42.577373027801514,116.675236,16.981288
43.078258991241455,116.497506,16.983488
43.579176902770996,116.632148,17.041722
44.08005166053772,116.579534,17.706874
44.58092212677002,116.403512,17.319234
45.081846952438354,116.789128,16.80056
45.582759618759155,116.61274,16.906746
46.083707332611084,116.633246,16.89833
46.58469033241272,116.66767,16.8341
47.085636138916016,116.534492,16.985813999999998
47.58652877807617,116.589546,16.9972
48.0873920917511,116.64594199999999,17.352525999999997
48.588277101516724,116.52838600000001,17.599988
49.08921980857849,116.660224,17.13242
49.59014415740967,116.488718,16.893096
50.09104633331299,116.706242,16.973177999999997
50.5919668674469,116.60810000000001,16.86623
51.09286832809448,116.725898,16.954298
51.59371089935303,116.52789999999999,17.122321999999997
52.094613790512085,116.611518,17.009438000000003
52.59550476074219,116.542914,17.489246
53.0964195728302,116.634468,17.467978000000002
53.59728026390076,116.572698,17.083858
54.09823989868164,116.525702,16.83906
54.599159479141235,116.653756,16.812098
55.100053548812866,116.653144,16.82957
55.60097599029541,116.444038,16.782664
56.10183835029602,116.698188,17.027858000000002
56.6027250289917,116.68487999999999,17.001208
57.1036274433136,116.623482,17.710546
57.604509592056274,116.520088,17.575446
58.10558867454529,116.59088600000001,16.958152
58.60648322105408,116.693306,16.90347
59.10746669769287,116.682198,16.93848
59.608404874801636,116.543034,16.844534
60.109405517578125,116.54133,16.920452
60.610376834869385,116.691594,16.930094
61.11132049560547,116.60334,16.956532000000003
61.612276792526245,116.6435,17.752834
62.11325740814209,116.547676,17.329054
62.614216566085815,116.589056,16.868894
63.115159034729004,116.539496,16.910722
63.61606788635254,116.77179799999999,16.982112
64.11696648597717,116.43951999999999,16.900688000000002
64.61788010597229,116.696478,17.077765999999997
65.11874437332153,116.56757400000001,17.086032
65.61983847618103,116.706976,17.418836
66.12054467201233,116.57538600000001,17.64757
66.62142491340637,116.467352,17.179176
67.12238383293152,116.687934,16.920912
67.62329578399658,116.57379800000001,16.876788
68.12421226501465,116.67011199999999,16.905642
68.62515139579773,116.513252,16.790956
69.12605738639832,116.72321199999999,17.018344
69.62690138816833,116.63336799999999,16.962772
70.12782216072083,116.64044799999999,17.476058000000002
70.62854599952698,116.507514,17.566236
71.1294493675232,116.541694,16.98352
71.63030314445496,116.564032,16.8453
72.1311628818512,116.70136199999999,16.913508
72.63206005096436,116.642402,16.862894
73.13253474235535,116.340766,16.836488
73.63342308998108,116.84394,17.049678
74.13434386253357,116.489326,16.826754
74.63518524169922,116.536566,17.712842
75.13611912727356,116.700628,17.383004
75.63655090332031,116.51361800000001,16.821064
76.13750982284546,116.572822,16.755367999999997
76.63837122917175,116.620916,16.760109999999997
77.13937473297119,116.52960999999999,16.799002
77.64035034179688,116.701484,16.839730000000003
78.14131045341492,116.52436,16.940005999999997
78.6422667503357,116.625922,17.023944
79.14317584037781,116.694402,17.671376000000002
79.6441330909729,116.546334,17.269662
80.14505004882812,116.665228,16.848268
80.64591097831726,116.500802,16.817118
81.14678525924683,116.707464,16.848176000000002
81.64771676063538,116.610786,16.811242
82.14853405952454,116.646064,17.024432
82.64937829971313,116.45685399999999,17.036642
83.15029859542847,116.710152,17.33236
83.65114450454712,116.642034,17.636524
84.15201497077942,116.411444,17.139978
84.65254211425781,116.705634,16.861274
85.15346479415894,116.568184,16.927156
85.65437340736389,116.47174799999999,16.834712
86.15531277656555,116.683784,16.885386
86.65621018409729,116.60492400000001,17.183796
87.15722990036011,116.629952,17.033216
87.65818452835083,116.677314,17.578384
88.1591305732727,116.56635,17.267702
88.66007399559021,116.67401799999999,17.445639999999997
89.16054797172546,116.428414,16.823362
89.66156268119812,116.643744,16.81944
90.16247534751892,116.535102,16.829082
90.6633632183075,116.708808,16.889457999999998
91.16428589820862,116.617378,16.912528000000002
91.665198802948,116.499822,17.022994
92.16621232032776,116.644234,17.013662
92.66714978218079,116.707344,17.795338
93.16810917854309,116.627752,17.421986
93.66908597946167,116.465154,16.893956000000003
94.1699640750885,116.705636,16.99585
94.6709041595459,116.604316,16.910294
95.17181777954102,116.749334,16.893403999999997
95.6725401878357,116.427438,17.050075999999997
96.1734733581543,116.546818,17.063018
96.67436027526855,116.69294,17.281106
97.17531991004944,116.40290200000001,17.474344000000002
97.67618536949158,116.850286,17.218896
98.17710018157959,116.510322,17.12942
98.67802500724792,116.66120000000001,16.91513
99.1789300441742,116.60333800000001,16.938906
99.6798632144928,116.540596,16.954264000000002
100.18053841590881,116.53620000000001,16.861458
100.6814374923706,116.678168,17.006529999999998
101.18234634399414,116.614814,17.061766
101.68324065208435,116.615546,17.632302
102.18419742584229,116.56916000000001,17.265805999999998
102.68507647514343,116.61823,17.582454
103.18601560592651,116.44941,16.90806
103.68694019317627,116.617012,16.99631
104.18789553642273,116.69184,16.894934
104.68854236602783,116.59992,16.894994
105.18944096565247,116.59137799999999,16.928502
105.6903965473175,116.61701199999999,16.976728
106.19129967689514,116.589056,17.126511999999998
106.69226002693176,116.702214,17.796318
107.19322299957275,116.571236,17.226484
107.6941089630127,116.630316,17.230522
108.19507813453674,116.474068,16.805614
108.69592022895813,116.703314,16.902492000000002
109.196533203125,116.313912,16.796246
109.69732475280762,116.803168,16.839945999999998
110.19822716712952,116.686102,17.006348
110.69911313056946,116.51374,16.934958
111.20002102851868,116.48371,17.490042
111.70054697990417,116.59919,17.336551999999998
112.20147490501404,116.778998,17.49907
112.70236015319824,116.497626,16.982661999999998
113.20328712463379,116.519356,16.791842000000003
113.70421028137207,116.745428,16.805582
114.20509743690491,116.603828,16.91118
114.70601439476013,116.552068,16.872628
115.2069137096405,116.709418,16.984589999999997
115.70787787437439,116.57929200000001,17.006439999999998
116.20854043960571,116.562444,17.712290000000003
116.70953702926636,116.528512,17.182266
117.2104263305664,116.660834,17.218221999999997
117.71136546134949,116.551582,16.815314
118.21225953102112,116.66071199999999,16.862986
118.7131781578064,116.616156,16.82388
119.2140543460846,116.52912,16.827918
119.71494174003601,116.619332,16.981044
120.21584272384644,116.686102,16.947778
120.71654748916626,116.516426,17.463758
121.2174322605133,116.61469,17.391846
121.71828603744507,116.57795,17.339366
122.2191653251648,116.626898,17.044476000000003
122.72001361846924,116.41510600000001,16.705306
123.22054433822632,116.623726,16.815464
123.72152400016785,116.614936,16.765128
124.22248530387878,116.608588,16.828532000000003
124.72340083122253,116.55927199999999,17.036764
125.22430944442749,116.695626,16.969872000000002
125.725168466568,116.545232,17.619328
126.22603034973145,116.484442,17.096372000000002
126.72692036628723,116.679024,17.383494
127.2277581691742,116.702214,16.913353999999998
127.72856640815735,116.552316,16.930704
128.2294957637787,116.503364,16.887528000000003
128.73032331466675,116.69635600000001,16.92073
129.23126935958862,116.66120000000001,16.856498000000002
129.7321367263794,116.4488,16.864028
130.23308968544006,116.645574,17.19258
130.73400139808655,116.674262,17.425812
131.2349717617035,116.562934,17.239336
