CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance
120,250,0.5953386124459242,0.794720788759513,0.899891749259315
130,250,0.6425921166402171,0.8075305287444083,0.9182900311011595
140,250,0.7021135356821513,0.8132101726518001,0.9413213702677922
150,250,0.8359818267944014,0.814811199267454,0.9615131685987467
160,250,0.9225145121231535,0.8365963167984863,0.9782662801595904
170,250,0.9786720480829607,0.853958321230279,0.9911741399622606
180,250,1.0,0.8520727345156981,0.999982376770332
190,250,0.9990163563707803,0.8526661299826546,0.9999093879461957
200,250,0.9984531605339306,1.0,1.0
