CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance
120,250,0.5892955389803864,0.5821391302237539,0.5751159914346688
130,250,0.6629599421455282,0.6478344757615726,0.6418997942215462
140,250,0.7365209913374297,0.7802014154701272,0.7158294001567255
150,250,0.8454207859696805,0.7983895716559524,0.8055275613581491
160,250,0.8968900987829178,0.8809793869628306,0.8577070355754863
170,250,0.9125943155327585,0.9575594231593616,0.8727189661717311
180,250,0.9920948509595442,0.9927803450116907,1.0
190,250,0.9875440242667103,0.9548934746697417,0.9850362499128448
200,250,1.0,1.0,0.9754051974941312
