Time (s),Memory Throughput (MB/s)
1.0010857582092285,700.2731814
2.1699025630950928,1562.0486544000003
3.171471118927002,647.2779482
4.173101186752319,69.3216238
5.174739599227905,59.5278866
6.176287412643433,58.93019600000001
7.177164554595947,45.1203974
8.178745746612549,40.538102800000004
9.18028974533081,57.45169820000001
10.18190336227417,56.528947800000005
11.183483123779297,55.81591340000001
12.185125350952148,61.404844800000006
13.186797142028809,55.0714216
14.188435554504395,353.16174400000006
